snp.dists.0.8.2,variable,value,same_source
SBV084,SBV170,8,1
SBV087,SBV170,9,1
SBV088,SBV170,9,1
SBV089,SBV170,10,1
SBV090,SBV170,9,1
SBV091,SBV170,9,1
SBV092,SBV170,10,1
SBV093,SBV170,7,1
SBV094,SBV170,10,1
SBV095,SBV170,10,1
SBV096,SBV170,8,1
SBV097,SBV170,8,1
SBV098,SBV170,8,1
SBV099,SBV170,9,1
SBV100,SBV170,9,1
SBV101,SBV170,9,1
SBV102,SBV170,11,1
SBV103,SBV170,9,1
SBV104,SBV170,6,1
SBV105,SBV170,11,1
SBV106,SBV170,9,1
SBV107,SBV170,10,1
SBV108,SBV170,9,1
SBV109,SBV170,13,1
SBV110,SBV170,9,1
SBV111,SBV170,10,1
SBV112,SBV170,8,1
SBV113,SBV170,12,0
SBV114,SBV170,9,0
SBV115,SBV170,9,0
SBV116,SBV170,10,0
SBV117,SBV170,10,0
SBV118,SBV170,9,0
SBV119,SBV170,8,0
SBV121,SBV170,10,0
SBV122,SBV170,11,0
SBV123,SBV170,10,0
SBV124,SBV170,10,1
SBV125,SBV170,10,1
SBV127,SBV170,8,1
SBV128,SBV170,10,1
SBV130,SBV170,10,1
SBV132,SBV170,11,1
SBV133,SBV170,12,1
SBV134,SBV170,10,1
SBV135,SBV170,9,1
SBV136,SBV170,11,1
SBV138,SBV170,11,1
SBV139,SBV170,11,1
SBV140,SBV170,8,1
SBV141,SBV170,10,1
SBV142,SBV170,11,1
SBV143,SBV170,8,1
SBV144,SBV170,12,1
SBV145,SBV170,10,1
SBV146,SBV170,11,1
SBV147,SBV170,10,1
SBV148,SBV170,10,1
SBV150,SBV170,8,1
SBV151,SBV170,8,1
SBV152,SBV170,11,1
SBV153,SBV170,11,1
SBV156,SBV170,12,0
SBV157,SBV170,12,0
SBV158,SBV170,9,0
SBV159,SBV170,12,0
SBV160,SBV170,13,0
SBV161,SBV170,11,0
SBV162,SBV170,10,0
SBV163,SBV170,11,0
SBV164,SBV170,10,0
SBV165,SBV170,10,0
SBV166,SBV170,10,0
SBV167,SBV170,10,0
SBV168,SBV170,10,0
SBV169,SBV170,11,0
SBV170,SBV170,0,0
SBV171,SBV170,8,1
SBV172,SBV170,9,1
SBV173,SBV170,8,1
SBV174,SBV170,9,1
SBV175,SBV170,8,1
SBV176,SBV170,3,1
SBV218,SBV170,10,1
SBV234,SBV170,11,1
SBV235,SBV170,9,1
SBV240,SBV170,13,1
SBV257,SBV170,12,1
SBV269,SBV170,10,1
SBV270,SBV170,14,1
SBV271,SBV170,11,1
SBV272,SBV170,10,1
SBV273,SBV170,14,1
SBV274,SBV170,17,1
SBV275,SBV170,16,1
SBV276,SBV170,17,1
SBV277,SBV170,13,1
SBV278,SBV170,12,1
SBV279,SBV170,10,1
SBV280,SBV170,10,1
SBV281,SBV170,11,1
SBV282,SBV170,14,1
SBV283,SBV170,12,1
SBV284,SBV170,14,1
SBV285,SBV170,12,1
SBV286,SBV170,14,1
SBV287,SBV170,13,1
SBV288,SBV170,14,1
SBV289,SBV170,14,1
SBV290,SBV170,13,1
SBV291,SBV170,11,1
SBV292,SBV170,14,1
SBV293,SBV170,12,0
SBV294,SBV170,13,0
SBV295,SBV170,15,0
SBV296,SBV170,11,0
SBV297,SBV170,8,0
SBV298,SBV170,12,0
SBV299,SBV170,13,0
SBV300,SBV170,14,0
SBV301,SBV170,14,0
SBV302,SBV170,13,0
SBV305,SBV170,15,0
SBV306,SBV170,15,0
SBV307,SBV170,15,1
SBV308,SBV170,13,1
SBV310,SBV170,15,1
SBV311,SBV170,11,1
SBV312,SBV170,13,1
SBV313,SBV170,79,1
SBV314,SBV170,10,1
SBV315,SBV170,13,1
SBV316,SBV170,18,1
SBV317,SBV170,15,1
SBV318,SBV170,11,1
SBV319,SBV170,17,1
SBV320,SBV170,12,1
SBV321,SBV170,13,1
SBV322,SBV170,10,1
SBV323,SBV170,13,1
SBV324,SBV170,13,1
SBV325,SBV170,12,1
SBV326,SBV170,16,1
SBV327,SBV170,12,1
SBV328,SBV170,10,1
SBV329,SBV170,15,1
SBV330,SBV170,12,1
SBV331,SBV170,16,1
SBV332,SBV170,8,1
SBV333,SBV170,9,1
SBV334,SBV170,15,1
SBV335,SBV170,12,1
SBV336,SBV170,10,1
SBV337,SBV170,8,1
SBV338,SBV170,16,0
SBV339,SBV170,14,0
SBV340,SBV170,14,0
SBV341,SBV170,17,0
SBV343,SBV170,17,1
SBV344,SBV170,14,0
SBV345,SBV170,10,1
SBV347,SBV170,11,0
SBV348,SBV170,12,1
SBV349,SBV170,9,0
SBV350,SBV170,12,0
SBV351,SBV170,13,0
SBV352,SBV170,16,1
SBV353,SBV170,14,1
SBV354,SBV170,12,1
SBV355,SBV170,11,1
SBV356,SBV170,11,0
SBV357,SBV170,15,1
SBV358,SBV170,14,1
SBV359,SBV170,14,1
SBV361,SBV170,10,1
SBV362,SBV170,15,1
SBV363,SBV170,17,1
SBV364,SBV170,16,0
SBV365,SBV170,15,1
SBV366,SBV170,15,1
SBV367,SBV170,16,0
SBV368,SBV170,17,1
SBV369,SBV170,14,1
SBV370,SBV170,16,1
SBV371,SBV170,14,1
SBV372,SBV170,15,0
SBV373,SBV170,11,1
SBV374,SBV170,19,1
SBV375,SBV170,11,1
SBV376,SBV170,16,1
SBV005,SBV171,36,1
SBV007,SBV171,3,1
SBV010,SBV171,61,1
SBV011,SBV171,83,1
SBV019,SBV171,68,1
SBV021,SBV171,67,1
SBV022,SBV171,14,1
SBV023,SBV171,0,1
SBV024,SBV171,68,1
SBV025,SBV171,4,1
SBV027,SBV171,2,1
SBV029,SBV171,72,1
SBV030,SBV171,5,1
SBV032,SBV171,72,1
SBV033,SBV171,4,1
SBV035,SBV171,2,1
SBV036,SBV171,2,1
SBV037,SBV171,4,1
SBV038,SBV171,5,1
SBV039,SBV171,3,1
SBV041,SBV171,1,1
SBV042,SBV171,2,1
SBV043,SBV171,2,1
SBV044,SBV171,2,1
SBV045,SBV171,0,1
SBV046,SBV171,1,1
SBV047,SBV171,0,1
SBV048,SBV171,0,1
SBV049,SBV171,0,1
SBV050,SBV171,2,1
SBV051,SBV171,0,1
SBV052,SBV171,2,1
SBV053,SBV171,4,1
SBV054,SBV171,4,1
SBV055,SBV171,2,1
SBV056,SBV171,3,1
SBV057,SBV171,1,1
SBV058,SBV171,4,1
SBV059,SBV171,0,1
SBV060,SBV171,5,1
SBV061,SBV171,3,1
SBV062,SBV171,4,1
SBV063,SBV171,1,1
SBV064,SBV171,3,1
SBV067,SBV171,2,1
SBV068,SBV171,4,1
SBV069,SBV171,1,1
SBV070,SBV171,4,1
SBV071,SBV171,0,1
SBV072,SBV171,9,1
SBV075,SBV171,1,1
SBV076,SBV171,0,1
SBV077,SBV171,1,1
SBV078,SBV171,4,1
SBV079,SBV171,1,1
SBV080,SBV171,4,1
SBV081,SBV171,0,1
SBV082,SBV171,1,1
SBV083,SBV171,0,1
SBV084,SBV171,0,1
SBV087,SBV171,1,1
SBV088,SBV171,5,1
SBV089,SBV171,2,1
SBV090,SBV171,3,1
SBV091,SBV171,5,1
SBV092,SBV171,4,1
SBV093,SBV171,3,1
SBV094,SBV171,2,1
SBV095,SBV171,2,1
SBV096,SBV171,0,1
SBV097,SBV171,0,1
SBV098,SBV171,0,1
SBV099,SBV171,3,1
SBV100,SBV171,1,1
SBV101,SBV171,1,1
SBV102,SBV171,7,1
SBV103,SBV171,5,1
SBV104,SBV171,2,1
SBV105,SBV171,3,1
SBV106,SBV171,1,1
SBV107,SBV171,6,1
SBV108,SBV171,1,1
SBV109,SBV171,5,1
SBV110,SBV171,5,1
SBV111,SBV171,2,1
SBV112,SBV171,0,1
SBV113,SBV171,4,1
SBV114,SBV171,1,1
SBV115,SBV171,1,1
SBV116,SBV171,6,1
SBV117,SBV171,2,1
SBV118,SBV171,1,1
SBV119,SBV171,4,1
SBV121,SBV171,2,1
SBV122,SBV171,3,1
SBV123,SBV171,2,1
SBV124,SBV171,2,0
SBV125,SBV171,2,1
SBV127,SBV171,4,1
SBV128,SBV171,2,1
SBV130,SBV171,2,1
SBV132,SBV171,3,1
SBV133,SBV171,4,1
SBV134,SBV171,2,1
SBV135,SBV171,3,1
SBV136,SBV171,3,1
SBV138,SBV171,3,1
SBV139,SBV171,3,1
SBV140,SBV171,0,1
SBV141,SBV171,2,1
SBV142,SBV171,3,1
SBV143,SBV171,0,1
SBV144,SBV171,4,1
SBV145,SBV171,2,1
SBV146,SBV171,3,1
SBV147,SBV171,6,1
SBV148,SBV171,2,1
SBV150,SBV171,0,1
SBV151,SBV171,4,1
SBV152,SBV171,3,1
SBV153,SBV171,3,1
SBV156,SBV171,4,1
SBV157,SBV171,4,1
SBV158,SBV171,1,1
SBV159,SBV171,4,1
SBV160,SBV171,5,1
SBV161,SBV171,7,1
SBV162,SBV171,2,1
SBV163,SBV171,3,1
SBV164,SBV171,2,1
SBV165,SBV171,6,1
SBV166,SBV171,2,1
SBV167,SBV171,2,1
SBV168,SBV171,2,1
SBV169,SBV171,3,1
SBV170,SBV171,8,1
SBV171,SBV171,0,0
SBV172,SBV171,1,1
SBV173,SBV171,0,1
SBV174,SBV171,1,1
SBV175,SBV171,0,1
SBV176,SBV171,7,1
SBV218,SBV171,4,1
SBV234,SBV171,3,1
SBV235,SBV171,1,1
SBV240,SBV171,5,1
SBV257,SBV171,4,1
SBV269,SBV171,6,1
SBV270,SBV171,8,1
SBV271,SBV171,5,1
SBV272,SBV171,2,1
SBV273,SBV171,8,1
SBV274,SBV171,11,1
SBV275,SBV171,10,1
SBV276,SBV171,11,1
SBV277,SBV171,9,1
SBV278,SBV171,4,1
SBV279,SBV171,2,1
SBV280,SBV171,2,1
SBV281,SBV171,3,1
SBV282,SBV171,6,1
SBV283,SBV171,4,1
SBV284,SBV171,8,1
SBV285,SBV171,4,1
SBV286,SBV171,8,1
SBV287,SBV171,5,1
SBV288,SBV171,6,1
SBV289,SBV171,8,1
SBV290,SBV171,7,1
SBV291,SBV171,3,1
SBV292,SBV171,8,1
SBV293,SBV171,4,1
SBV294,SBV171,5,1
SBV295,SBV171,9,1
SBV296,SBV171,3,1
SBV297,SBV171,0,1
SBV298,SBV171,4,1
SBV299,SBV171,5,1
SBV300,SBV171,6,1
SBV301,SBV171,8,1
SBV302,SBV171,5,1
SBV305,SBV171,11,1
SBV306,SBV171,9,1
SBV307,SBV171,9,1
SBV308,SBV171,5,1
SBV310,SBV171,9,1
SBV311,SBV171,7,1
SBV312,SBV171,7,1
SBV313,SBV171,73,1
SBV314,SBV171,4,1
SBV315,SBV171,5,1
SBV316,SBV171,12,1
SBV317,SBV171,7,1
SBV318,SBV171,5,0
SBV319,SBV171,11,1
SBV320,SBV171,6,1
SBV321,SBV171,5,1
SBV322,SBV171,2,1
SBV323,SBV171,5,1
SBV324,SBV171,5,1
SBV325,SBV171,6,1
SBV326,SBV171,8,1
SBV327,SBV171,6,1
SBV328,SBV171,4,1
SBV329,SBV171,7,1
SBV330,SBV171,6,1
SBV331,SBV171,10,1
SBV332,SBV171,0,1
SBV333,SBV171,3,1
SBV334,SBV171,9,1
SBV335,SBV171,6,1
SBV336,SBV171,4,1
SBV337,SBV171,0,1
SBV338,SBV171,10,1
SBV339,SBV171,8,1
SBV340,SBV171,8,1
SBV341,SBV171,11,1
SBV343,SBV171,11,1
SBV344,SBV171,6,1
SBV345,SBV171,2,1
SBV347,SBV171,3,1
SBV348,SBV171,4,0
SBV349,SBV171,3,1
SBV350,SBV171,8,1
SBV351,SBV171,7,1
SBV352,SBV171,10,1
SBV353,SBV171,6,1
SBV354,SBV171,6,1
SBV355,SBV171,3,1
SBV356,SBV171,3,1
SBV357,SBV171,7,1
SBV358,SBV171,6,1
SBV359,SBV171,6,1
SBV361,SBV171,2,1
SBV362,SBV171,7,1
SBV363,SBV171,11,1
SBV364,SBV171,10,1
SBV365,SBV171,7,1
SBV366,SBV171,7,1
SBV367,SBV171,8,1
SBV368,SBV171,11,1
SBV369,SBV171,6,1
SBV370,SBV171,10,1
SBV371,SBV171,8,1
SBV372,SBV171,7,1
SBV373,SBV171,5,1
SBV374,SBV171,13,1
SBV375,SBV171,3,1
SBV376,SBV171,10,1
SBV005,SBV172,37,1
SBV007,SBV172,4,0
SBV010,SBV172,62,1
SBV011,SBV172,84,1
SBV019,SBV172,69,0
SBV021,SBV172,68,1
SBV022,SBV172,15,1
SBV023,SBV172,1,0
SBV024,SBV172,69,1
SBV025,SBV172,5,0
SBV027,SBV172,3,1
SBV029,SBV172,73,0
SBV030,SBV172,6,1
SBV032,SBV172,73,1
SBV033,SBV172,5,1
SBV035,SBV172,3,1
SBV036,SBV172,3,1
SBV037,SBV172,5,1
SBV038,SBV172,6,1
SBV039,SBV172,4,1
SBV041,SBV172,2,1
SBV042,SBV172,3,1
SBV043,SBV172,3,0
SBV044,SBV172,3,0
SBV045,SBV172,1,0
SBV046,SBV172,2,0
SBV047,SBV172,1,0
SBV048,SBV172,1,0
SBV049,SBV172,1,0
SBV050,SBV172,3,0
SBV051,SBV172,1,0
SBV052,SBV172,3,0
SBV053,SBV172,5,1
SBV054,SBV172,5,0
SBV055,SBV172,3,0
SBV056,SBV172,4,0
SBV057,SBV172,2,1
SBV058,SBV172,5,0
SBV059,SBV172,1,0
SBV060,SBV172,6,0
SBV061,SBV172,4,0
SBV062,SBV172,5,0
SBV063,SBV172,2,1
SBV064,SBV172,4,0
SBV067,SBV172,3,0
SBV068,SBV172,5,0
SBV069,SBV172,2,0
SBV070,SBV172,5,0
SBV071,SBV172,1,0
SBV072,SBV172,10,1
SBV075,SBV172,2,1
SBV076,SBV172,1,1
SBV077,SBV172,2,1
SBV078,SBV172,5,1
SBV079,SBV172,2,1
SBV080,SBV172,5,1
SBV081,SBV172,1,1
SBV082,SBV172,2,1
SBV083,SBV172,1,1
SBV084,SBV172,1,0
SBV087,SBV172,2,1
SBV088,SBV172,6,0
SBV089,SBV172,3,0
SBV090,SBV172,4,0
SBV091,SBV172,6,0
SBV092,SBV172,5,0
SBV093,SBV172,4,1
SBV094,SBV172,3,0
SBV095,SBV172,3,0
SBV096,SBV172,1,0
SBV097,SBV172,1,0
SBV098,SBV172,1,0
SBV099,SBV172,4,0
SBV100,SBV172,2,0
SBV101,SBV172,2,0
SBV102,SBV172,8,0
SBV103,SBV172,6,0
SBV104,SBV172,3,0
SBV105,SBV172,4,0
SBV106,SBV172,2,0
SBV107,SBV172,7,0
SBV108,SBV172,2,0
SBV109,SBV172,6,0
SBV110,SBV172,6,0
SBV111,SBV172,3,0
SBV112,SBV172,1,0
SBV113,SBV172,5,1
SBV114,SBV172,2,1
SBV115,SBV172,2,1
SBV116,SBV172,7,1
SBV117,SBV172,3,1
SBV118,SBV172,2,1
SBV119,SBV172,5,1
SBV121,SBV172,3,1
SBV122,SBV172,4,1
SBV123,SBV172,3,1
SBV124,SBV172,3,1
SBV125,SBV172,3,0
SBV127,SBV172,5,0
SBV128,SBV172,3,0
SBV130,SBV172,3,0
SBV132,SBV172,4,0
SBV133,SBV172,5,0
SBV134,SBV172,3,0
SBV135,SBV172,4,1
SBV136,SBV172,4,1
SBV138,SBV172,4,0
SBV139,SBV172,4,0
SBV140,SBV172,1,0
SBV141,SBV172,3,0
SBV142,SBV172,4,0
SBV143,SBV172,1,0
SBV144,SBV172,5,0
SBV145,SBV172,3,1
SBV146,SBV172,4,0
SBV147,SBV172,7,0
SBV148,SBV172,3,0
SBV150,SBV172,1,0
SBV151,SBV172,5,0
SBV152,SBV172,4,0
SBV153,SBV172,4,0
SBV156,SBV172,5,1
SBV157,SBV172,5,1
SBV158,SBV172,2,1
SBV159,SBV172,5,1
SBV160,SBV172,6,1
SBV161,SBV172,8,1
SBV162,SBV172,3,1
SBV163,SBV172,4,1
SBV164,SBV172,3,1
SBV165,SBV172,7,1
SBV166,SBV172,3,1
SBV167,SBV172,3,1
SBV168,SBV172,3,1
SBV169,SBV172,4,1
SBV170,SBV172,9,1
SBV171,SBV172,1,1
SBV172,SBV172,0,0
SBV173,SBV172,1,0
SBV174,SBV172,2,0
SBV175,SBV172,1,0
SBV176,SBV172,8,1
SBV218,SBV172,5,0
SBV234,SBV172,4,0
SBV235,SBV172,2,0
SBV240,SBV172,6,0
SBV257,SBV172,5,0
SBV269,SBV172,7,0
SBV270,SBV172,9,0
SBV271,SBV172,6,0
SBV272,SBV172,3,0
SBV273,SBV172,9,0
SBV274,SBV172,12,0
SBV275,SBV172,11,0
SBV276,SBV172,12,0
SBV277,SBV172,10,0
SBV278,SBV172,5,0
SBV279,SBV172,3,0
SBV280,SBV172,3,0
SBV281,SBV172,4,0
SBV282,SBV172,7,0
SBV283,SBV172,5,0
SBV284,SBV172,9,1
SBV285,SBV172,5,0
SBV286,SBV172,9,0
SBV287,SBV172,6,0
SBV288,SBV172,7,0
SBV289,SBV172,9,0
SBV290,SBV172,8,1
SBV291,SBV172,4,0
SBV292,SBV172,9,0
SBV293,SBV172,5,1
SBV294,SBV172,6,1
SBV295,SBV172,10,1
SBV296,SBV172,4,1
SBV297,SBV172,1,1
SBV298,SBV172,5,1
SBV299,SBV172,6,1
SBV300,SBV172,7,1
SBV301,SBV172,9,1
SBV302,SBV172,6,1
SBV305,SBV172,12,1
SBV306,SBV172,10,1
SBV307,SBV172,10,0
SBV308,SBV172,6,0
SBV310,SBV172,10,0
SBV311,SBV172,8,0
SBV312,SBV172,8,0
SBV313,SBV172,74,1
SBV314,SBV172,5,0
SBV315,SBV172,6,0
SBV316,SBV172,13,0
SBV317,SBV172,8,0
SBV318,SBV172,6,1
SBV319,SBV172,12,1
SBV320,SBV172,7,0
SBV321,SBV172,6,0
SBV322,SBV172,3,0
SBV323,SBV172,6,0
SBV324,SBV172,6,0
SBV325,SBV172,7,0
SBV326,SBV172,9,0
SBV327,SBV172,7,0
SBV328,SBV172,5,0
SBV329,SBV172,8,0
SBV330,SBV172,7,0
SBV331,SBV172,11,0
SBV332,SBV172,1,0
SBV333,SBV172,4,1
SBV334,SBV172,10,0
SBV335,SBV172,7,0
SBV336,SBV172,5,0
SBV337,SBV172,1,0
SBV338,SBV172,11,1
SBV339,SBV172,9,1
SBV340,SBV172,9,1
SBV341,SBV172,12,1
SBV343,SBV172,12,0
SBV344,SBV172,7,1
SBV345,SBV172,3,1
SBV347,SBV172,4,1
SBV348,SBV172,5,1
SBV349,SBV172,4,1
SBV350,SBV172,9,1
SBV351,SBV172,8,1
SBV352,SBV172,11,1
SBV353,SBV172,7,0
SBV354,SBV172,7,0
SBV355,SBV172,4,1
SBV356,SBV172,4,1
SBV357,SBV172,8,0
SBV358,SBV172,7,0
SBV359,SBV172,7,0
SBV361,SBV172,3,0
SBV362,SBV172,8,0
SBV363,SBV172,12,0
SBV364,SBV172,11,1
SBV365,SBV172,8,0
SBV366,SBV172,8,0
SBV367,SBV172,9,1
SBV368,SBV172,12,0
SBV369,SBV172,7,0
SBV370,SBV172,11,1
SBV371,SBV172,9,0
SBV372,SBV172,8,1
SBV373,SBV172,6,0
SBV374,SBV172,14,1
SBV375,SBV172,4,0
SBV376,SBV172,11,0
SBV005,SBV173,36,1
SBV007,SBV173,3,0
SBV010,SBV173,61,1
SBV011,SBV173,83,1
SBV019,SBV173,68,0
SBV021,SBV173,67,1
SBV022,SBV173,14,1
SBV023,SBV173,0,0
SBV024,SBV173,68,1
SBV025,SBV173,4,0
SBV027,SBV173,2,1
SBV029,SBV173,72,0
SBV030,SBV173,5,1
SBV032,SBV173,72,1
SBV033,SBV173,4,1
SBV035,SBV173,2,1
SBV036,SBV173,2,1
SBV037,SBV173,4,1
SBV038,SBV173,5,1
SBV039,SBV173,3,1
SBV041,SBV173,1,1
SBV042,SBV173,2,1
SBV043,SBV173,2,0
SBV044,SBV173,2,0
SBV045,SBV173,0,0
SBV046,SBV173,1,0
SBV047,SBV173,0,0
SBV048,SBV173,0,0
SBV049,SBV173,0,0
SBV050,SBV173,2,0
SBV051,SBV173,0,0
SBV052,SBV173,2,0
SBV053,SBV173,4,1
SBV054,SBV173,4,0
SBV055,SBV173,2,0
SBV056,SBV173,3,0
SBV057,SBV173,1,1
SBV058,SBV173,4,0
SBV059,SBV173,0,0
SBV060,SBV173,5,0
SBV061,SBV173,3,0
SBV062,SBV173,4,0
SBV063,SBV173,1,1
SBV064,SBV173,3,0
SBV067,SBV173,2,0
SBV068,SBV173,4,0
SBV069,SBV173,1,0
SBV070,SBV173,4,0
SBV071,SBV173,0,0
SBV072,SBV173,9,1
SBV075,SBV173,1,1
SBV076,SBV173,0,1
SBV077,SBV173,1,1
SBV078,SBV173,4,1
SBV079,SBV173,1,1
SBV080,SBV173,4,1
SBV081,SBV173,0,1
SBV082,SBV173,1,1
SBV083,SBV173,0,1
SBV084,SBV173,0,0
SBV087,SBV173,1,1
SBV088,SBV173,5,0
SBV089,SBV173,2,0
SBV090,SBV173,3,0
SBV091,SBV173,5,0
SBV092,SBV173,4,0
SBV093,SBV173,3,1
SBV094,SBV173,2,0
SBV095,SBV173,2,0
SBV096,SBV173,0,0
SBV097,SBV173,0,0
SBV098,SBV173,0,0
SBV099,SBV173,3,0
SBV100,SBV173,1,0
SBV101,SBV173,1,0
SBV102,SBV173,7,0
SBV103,SBV173,5,0
SBV104,SBV173,2,0
SBV105,SBV173,3,0
SBV106,SBV173,1,0
SBV107,SBV173,6,0
SBV108,SBV173,1,0
SBV109,SBV173,5,0
SBV110,SBV173,5,0
SBV111,SBV173,2,0
SBV112,SBV173,0,0
SBV113,SBV173,4,1
SBV114,SBV173,1,1
SBV115,SBV173,1,1
SBV116,SBV173,6,1
SBV117,SBV173,2,1
SBV118,SBV173,1,1
SBV119,SBV173,4,1
SBV121,SBV173,2,1
SBV122,SBV173,3,1
SBV123,SBV173,2,1
SBV124,SBV173,2,1
SBV125,SBV173,2,0
SBV127,SBV173,4,0
SBV128,SBV173,2,0
SBV130,SBV173,2,0
SBV132,SBV173,3,0
SBV133,SBV173,4,0
SBV134,SBV173,2,0
SBV135,SBV173,3,1
SBV136,SBV173,3,1
SBV138,SBV173,3,0
SBV139,SBV173,3,0
SBV140,SBV173,0,0
SBV141,SBV173,2,0
SBV142,SBV173,3,0
SBV143,SBV173,0,0
SBV144,SBV173,4,0
SBV145,SBV173,2,1
SBV146,SBV173,3,0
SBV147,SBV173,6,0
SBV148,SBV173,2,0
SBV150,SBV173,0,0
SBV151,SBV173,4,0
SBV152,SBV173,3,0
SBV153,SBV173,3,0
SBV156,SBV173,4,1
SBV157,SBV173,4,1
SBV158,SBV173,1,1
SBV159,SBV173,4,1
SBV160,SBV173,5,1
SBV161,SBV173,7,1
SBV162,SBV173,2,1
SBV163,SBV173,3,1
SBV164,SBV173,2,1
SBV165,SBV173,6,1
SBV166,SBV173,2,1
SBV167,SBV173,2,1
SBV168,SBV173,2,1
SBV169,SBV173,3,1
SBV170,SBV173,8,1
SBV171,SBV173,0,1
SBV172,SBV173,1,0
SBV173,SBV173,0,0
SBV174,SBV173,1,0
SBV175,SBV173,0,0
SBV176,SBV173,7,1
SBV218,SBV173,4,0
SBV234,SBV173,3,0
SBV235,SBV173,1,0
SBV240,SBV173,5,0
SBV257,SBV173,4,0
SBV269,SBV173,6,0
SBV270,SBV173,8,0
SBV271,SBV173,5,0
SBV272,SBV173,2,0
SBV273,SBV173,8,0
SBV274,SBV173,11,0
SBV275,SBV173,10,0
SBV276,SBV173,11,0
SBV277,SBV173,9,0
SBV278,SBV173,4,0
SBV279,SBV173,2,0
SBV280,SBV173,2,0
SBV281,SBV173,3,0
SBV282,SBV173,6,0
SBV283,SBV173,4,0
SBV284,SBV173,8,1
SBV285,SBV173,4,0
SBV286,SBV173,8,0
SBV287,SBV173,5,0
SBV288,SBV173,6,0
SBV289,SBV173,8,0
SBV290,SBV173,7,1
SBV291,SBV173,3,0
SBV292,SBV173,8,0
SBV293,SBV173,4,1
SBV294,SBV173,5,1
SBV295,SBV173,9,1
SBV296,SBV173,3,1
SBV297,SBV173,0,1
SBV298,SBV173,4,1
SBV299,SBV173,5,1
SBV300,SBV173,6,1
SBV301,SBV173,8,1
SBV302,SBV173,5,1
SBV305,SBV173,11,1
SBV306,SBV173,9,1
SBV307,SBV173,9,0
SBV308,SBV173,5,0
SBV310,SBV173,9,0
SBV311,SBV173,7,0
SBV312,SBV173,7,0
SBV313,SBV173,73,1
SBV314,SBV173,4,0
SBV315,SBV173,5,0
SBV316,SBV173,12,0
SBV317,SBV173,7,0
SBV318,SBV173,5,1
SBV319,SBV173,11,1
SBV320,SBV173,6,0
SBV321,SBV173,5,0
SBV322,SBV173,2,0
SBV323,SBV173,5,0
SBV324,SBV173,5,0
SBV325,SBV173,6,0
SBV326,SBV173,8,0
SBV327,SBV173,6,0
SBV328,SBV173,4,0
SBV329,SBV173,7,0
SBV330,SBV173,6,0
SBV331,SBV173,10,0
SBV332,SBV173,0,0
SBV333,SBV173,3,1
SBV334,SBV173,9,0
SBV335,SBV173,6,0
SBV336,SBV173,4,0
SBV337,SBV173,0,0
SBV338,SBV173,10,1
SBV339,SBV173,8,1
SBV340,SBV173,8,1
SBV341,SBV173,11,1
SBV343,SBV173,11,0
SBV344,SBV173,6,1
SBV345,SBV173,2,1
SBV347,SBV173,3,1
SBV348,SBV173,4,1
SBV349,SBV173,3,1
SBV350,SBV173,8,1
SBV351,SBV173,7,1
SBV352,SBV173,10,1
SBV353,SBV173,6,0
SBV354,SBV173,6,0
SBV355,SBV173,3,1
SBV356,SBV173,3,1
SBV357,SBV173,7,0
SBV358,SBV173,6,0
SBV359,SBV173,6,0
SBV361,SBV173,2,0
SBV362,SBV173,7,0
SBV363,SBV173,11,0
SBV364,SBV173,10,1
SBV365,SBV173,7,0
SBV366,SBV173,7,0
SBV367,SBV173,8,1
SBV368,SBV173,11,0
SBV369,SBV173,6,0
SBV370,SBV173,10,1
SBV371,SBV173,8,0
SBV372,SBV173,7,1
SBV373,SBV173,5,0
SBV374,SBV173,13,1
SBV375,SBV173,3,0
SBV376,SBV173,10,0
SBV005,SBV174,37,1
SBV007,SBV174,4,0
SBV010,SBV174,62,1
SBV011,SBV174,84,1
SBV019,SBV174,69,0
SBV021,SBV174,68,1
SBV022,SBV174,15,1
SBV023,SBV174,1,0
SBV024,SBV174,69,1
SBV025,SBV174,5,0
SBV027,SBV174,3,1
SBV029,SBV174,73,0
SBV030,SBV174,6,1
SBV032,SBV174,73,1
SBV033,SBV174,5,1
SBV035,SBV174,3,1
SBV036,SBV174,3,1
SBV037,SBV174,5,1
SBV038,SBV174,6,1
SBV039,SBV174,4,1
SBV041,SBV174,2,1
SBV042,SBV174,3,1
SBV043,SBV174,3,0
SBV044,SBV174,3,0
SBV045,SBV174,1,0
SBV046,SBV174,2,0
SBV047,SBV174,1,0
SBV048,SBV174,1,0
SBV049,SBV174,1,0
SBV050,SBV174,3,0
SBV051,SBV174,1,0
SBV052,SBV174,3,0
SBV053,SBV174,5,1
SBV054,SBV174,5,0
SBV055,SBV174,3,0
SBV056,SBV174,4,0
SBV057,SBV174,2,1
SBV058,SBV174,5,0
SBV059,SBV174,1,0
SBV060,SBV174,6,0
SBV061,SBV174,4,0
SBV062,SBV174,5,0
SBV063,SBV174,2,1
SBV064,SBV174,4,0
SBV067,SBV174,3,0
SBV068,SBV174,5,0
SBV069,SBV174,2,0
SBV070,SBV174,5,0
SBV071,SBV174,1,0
SBV072,SBV174,10,1
SBV075,SBV174,2,1
SBV076,SBV174,1,1
SBV077,SBV174,2,1
SBV078,SBV174,5,1
SBV079,SBV174,2,1
SBV080,SBV174,5,1
SBV081,SBV174,1,1
SBV082,SBV174,2,1
SBV083,SBV174,1,1
SBV084,SBV174,1,0
SBV087,SBV174,2,1
