snp.dists.0.8.2,variable,value,same_source
SGV004,SGV057,101,0
SGV021,SGV057,11,0
SGV022,SGV057,9,0
SGV023,SGV057,13,0
SGV025,SGV057,11,0
SGV026,SGV057,11,0
SGV028,SGV057,13,0
SGV029,SGV057,12,0
SGV030,SGV057,16,0
SGV031,SGV057,13,0
SGV032,SGV057,15,1
SGV033,SGV057,15,1
SGV034,SGV057,16,1
SGV035,SGV057,11,1
SGV036,SGV057,11,0
SGV037,SGV057,14,0
SGV038,SGV057,16,0
SGV039,SGV057,10,1
SGV040,SGV057,18,0
SGV041,SGV057,14,0
SGV042,SGV057,14,0
SGV043,SGV057,17,0
SGV044,SGV057,15,0
SGV045,SGV057,17,1
SGV046,SGV057,11,0
SGV047,SGV057,19,0
SGV048,SGV057,11,0
SGV049,SGV057,15,1
SGV050,SGV057,9,1
SGV051,SGV057,18,0
SGV052,SGV057,8,1
SGV053,SGV057,9,0
SGV054,SGV057,11,1
SGV055,SGV057,10,0
SGV056,SGV057,10,1
SGV057,SGV057,0,0
SGV058,SGV057,8,1
SGV059,SGV057,6,0
SGV060,SGV057,21,0
SGV061,SGV057,19,1
SGV062,SGV057,8,0
SGV063,SGV057,14,1
SGV064,SGV057,17,0
SGV065,SGV057,14,1
SGV066,SGV057,15,1
SGV067,SGV057,12,0
SGV068,SGV057,20,1
SGV069,SGV057,18,0
SGV070,SGV057,9,1
SGV071,SGV057,6,1
SGV072,SGV057,14,1
SGV073,SGV057,9,1
SGV075,SGV057,7,0
SGV077,SGV057,8,1
SGV078,SGV057,7,0
SGV079,SGV057,20,1
SGV080,SGV057,10,1
SGV004,SGV058,101,1
SGV021,SGV058,11,1
SGV022,SGV058,9,1
SGV023,SGV058,13,1
SGV025,SGV058,11,1
SGV026,SGV058,11,1
SGV028,SGV058,13,1
SGV029,SGV058,12,1
SGV030,SGV058,16,1
SGV031,SGV058,13,1
SGV032,SGV058,15,1
SGV033,SGV058,15,1
SGV034,SGV058,16,1
SGV035,SGV058,11,1
SGV036,SGV058,11,1
SGV037,SGV058,14,1
SGV038,SGV058,16,1
SGV039,SGV058,10,0
SGV040,SGV058,18,1
SGV041,SGV058,14,1
SGV042,SGV058,14,1
SGV043,SGV058,17,1
SGV044,SGV058,15,1
SGV045,SGV058,17,0
SGV046,SGV058,11,1
SGV047,SGV058,19,1
SGV048,SGV058,11,1
SGV049,SGV058,15,1
SGV050,SGV058,9,1
SGV051,SGV058,18,1
SGV052,SGV058,0,0
SGV053,SGV058,1,1
SGV054,SGV058,11,0
SGV055,SGV058,2,1
SGV056,SGV058,10,0
SGV057,SGV058,8,1
SGV058,SGV058,0,0
SGV059,SGV058,6,1
SGV060,SGV058,21,1
SGV061,SGV058,19,0
SGV062,SGV058,4,1
SGV063,SGV058,14,1
SGV064,SGV058,17,1
SGV065,SGV058,14,0
SGV066,SGV058,15,1
SGV067,SGV058,12,1
SGV068,SGV058,20,0
SGV069,SGV058,18,1
SGV070,SGV058,9,0
SGV071,SGV058,6,1
SGV072,SGV058,14,1
SGV073,SGV058,9,0
SGV075,SGV058,7,1
SGV077,SGV058,8,0
SGV078,SGV058,7,1
SGV079,SGV058,20,0
SGV080,SGV058,10,1
SGV004,SGV059,99,0
SGV021,SGV059,9,0
SGV022,SGV059,7,0
SGV023,SGV059,11,0
SGV025,SGV059,9,0
SGV026,SGV059,9,0
SGV028,SGV059,11,0
SGV029,SGV059,10,0
SGV030,SGV059,14,0
SGV031,SGV059,11,0
SGV032,SGV059,13,1
SGV033,SGV059,13,1
SGV034,SGV059,14,1
SGV035,SGV059,9,1
SGV036,SGV059,9,0
SGV037,SGV059,12,0
SGV038,SGV059,14,0
SGV039,SGV059,8,1
SGV040,SGV059,16,0
SGV041,SGV059,12,0
SGV042,SGV059,12,0
SGV043,SGV059,15,0
SGV044,SGV059,13,0
SGV045,SGV059,15,1
SGV046,SGV059,9,0
SGV047,SGV059,17,0
SGV048,SGV059,9,0
SGV049,SGV059,13,1
SGV050,SGV059,7,1
SGV051,SGV059,16,0
SGV052,SGV059,6,1
SGV053,SGV059,7,0
SGV054,SGV059,9,1
SGV055,SGV059,8,0
SGV056,SGV059,8,1
SGV057,SGV059,6,0
SGV058,SGV059,6,1
SGV059,SGV059,0,0
SGV060,SGV059,19,0
SGV061,SGV059,17,1
SGV062,SGV059,6,0
SGV063,SGV059,12,1
SGV064,SGV059,15,0
SGV065,SGV059,12,1
SGV066,SGV059,13,1
SGV067,SGV059,10,0
SGV068,SGV059,18,1
SGV069,SGV059,16,0
SGV070,SGV059,7,1
SGV071,SGV059,4,1
SGV072,SGV059,12,1
SGV073,SGV059,7,1
SGV075,SGV059,5,0
SGV077,SGV059,6,1
SGV078,SGV059,5,0
SGV079,SGV059,18,1
SGV080,SGV059,8,1
SGV004,SGV060,108,0
SGV021,SGV060,20,0
SGV022,SGV060,22,0
SGV023,SGV060,14,0
SGV025,SGV060,20,0
SGV026,SGV060,20,0
SGV028,SGV060,8,0
SGV029,SGV060,20,0
SGV030,SGV060,25,0
SGV031,SGV060,14,0
SGV032,SGV060,16,1
SGV033,SGV060,24,1
SGV034,SGV060,5,1
SGV035,SGV060,20,1
SGV036,SGV060,20,0
SGV037,SGV060,23,0
SGV038,SGV060,17,0
SGV039,SGV060,19,1
SGV040,SGV060,19,0
SGV041,SGV060,23,0
SGV042,SGV060,23,0
SGV043,SGV060,26,0
SGV044,SGV060,24,0
SGV045,SGV060,12,1
SGV046,SGV060,24,0
SGV047,SGV060,28,0
SGV048,SGV060,24,0
SGV049,SGV060,10,1
SGV050,SGV060,22,1
SGV051,SGV060,19,0
SGV052,SGV060,21,1
SGV053,SGV060,22,0
SGV054,SGV060,20,1
SGV055,SGV060,23,0
SGV056,SGV060,23,1
SGV057,SGV060,21,0
SGV058,SGV060,21,1
SGV059,SGV060,19,0
SGV060,SGV060,0,0
SGV061,SGV060,28,1
SGV062,SGV060,21,0
SGV063,SGV060,23,1
SGV064,SGV060,18,0
SGV065,SGV060,23,1
SGV066,SGV060,24,1
SGV067,SGV060,25,0
SGV068,SGV060,29,1
SGV069,SGV060,19,0
SGV070,SGV060,22,1
SGV071,SGV060,15,1
SGV072,SGV060,9,1
SGV073,SGV060,22,1
SGV075,SGV060,20,0
SGV077,SGV060,21,1
SGV078,SGV060,20,0
SGV079,SGV060,21,1
SGV080,SGV060,23,1
SGV004,SGV061,108,1
SGV021,SGV061,18,1
SGV022,SGV061,20,1
SGV023,SGV061,20,1
SGV025,SGV061,18,1
SGV026,SGV061,18,1
SGV028,SGV061,20,1
SGV029,SGV061,19,1
SGV030,SGV061,23,1
SGV031,SGV061,20,1
SGV032,SGV061,22,1
SGV033,SGV061,22,1
SGV034,SGV061,23,1
SGV035,SGV061,18,1
SGV036,SGV061,18,1
SGV037,SGV061,21,1
SGV038,SGV061,23,1
SGV039,SGV061,17,0
SGV040,SGV061,25,1
SGV041,SGV061,21,1
SGV042,SGV061,9,1
SGV043,SGV061,24,1
SGV044,SGV061,22,1
SGV045,SGV061,24,0
SGV046,SGV061,22,1
SGV047,SGV061,26,1
SGV048,SGV061,22,1
SGV049,SGV061,22,1
SGV050,SGV061,20,1
SGV051,SGV061,25,1
SGV052,SGV061,19,0
SGV053,SGV061,20,1
SGV054,SGV061,18,0
SGV055,SGV061,21,1
SGV056,SGV061,21,0
SGV057,SGV061,19,1
SGV058,SGV061,19,0
SGV059,SGV061,17,1
SGV060,SGV061,28,1
SGV061,SGV061,0,0
SGV062,SGV061,19,1
SGV063,SGV061,21,1
SGV064,SGV061,24,1
SGV065,SGV061,5,0
SGV066,SGV061,22,1
SGV067,SGV061,23,1
SGV068,SGV061,27,0
SGV069,SGV061,25,1
SGV070,SGV061,20,0
SGV071,SGV061,13,1
SGV072,SGV061,21,1
SGV073,SGV061,20,0
SGV075,SGV061,18,1
SGV077,SGV061,19,0
SGV078,SGV061,18,1
SGV079,SGV061,27,0
SGV080,SGV061,21,1
SGV004,SGV062,101,0
SGV021,SGV062,9,0
SGV022,SGV062,9,0
SGV023,SGV062,13,0
SGV025,SGV062,9,0
SGV026,SGV062,9,0
SGV028,SGV062,13,0
SGV029,SGV062,10,0
SGV030,SGV062,14,0
SGV031,SGV062,13,0
SGV032,SGV062,15,1
SGV033,SGV062,13,1
SGV034,SGV062,16,1
SGV035,SGV062,9,1
SGV036,SGV062,9,0
SGV037,SGV062,12,0
SGV038,SGV062,16,0
SGV039,SGV062,8,1
SGV040,SGV062,16,0
SGV041,SGV062,12,0
SGV042,SGV062,14,0
SGV043,SGV062,15,0
SGV044,SGV062,13,0
SGV045,SGV062,17,1
SGV046,SGV062,11,0
SGV047,SGV062,17,0
SGV048,SGV062,10,0
SGV049,SGV062,15,1
SGV050,SGV062,9,1
SGV051,SGV062,18,0
SGV052,SGV062,4,1
SGV053,SGV062,5,0
SGV054,SGV062,9,1
SGV055,SGV062,5,0
SGV056,SGV062,10,1
SGV057,SGV062,8,0
SGV058,SGV062,4,1
SGV059,SGV062,6,0
SGV060,SGV062,21,0
SGV061,SGV062,19,1
SGV062,SGV062,0,0
SGV063,SGV062,12,1
SGV064,SGV062,17,0
SGV065,SGV062,14,1
SGV066,SGV062,13,1
SGV067,SGV062,12,0
SGV068,SGV062,18,1
SGV069,SGV062,18,0
SGV070,SGV062,9,1
SGV071,SGV062,6,1
SGV072,SGV062,14,1
SGV073,SGV062,9,1
SGV075,SGV062,7,0
SGV077,SGV062,8,1
SGV078,SGV062,7,0
SGV079,SGV062,20,1
SGV080,SGV062,10,1
SGV004,SGV063,103,1
SGV021,SGV063,3,1
SGV022,SGV063,15,1
SGV023,SGV063,15,1
SGV025,SGV063,3,1
SGV026,SGV063,5,1
SGV028,SGV063,15,1
SGV029,SGV063,4,1
SGV030,SGV063,8,1
SGV031,SGV063,15,1
SGV032,SGV063,17,1
SGV033,SGV063,3,1
SGV034,SGV063,18,1
SGV035,SGV063,5,1
SGV036,SGV063,5,1
SGV037,SGV063,6,1
SGV038,SGV063,18,1
SGV039,SGV063,4,1
SGV040,SGV063,18,1
SGV041,SGV063,6,1
SGV042,SGV063,16,1
SGV043,SGV063,9,1
SGV044,SGV063,7,1
SGV045,SGV063,19,1
SGV046,SGV063,17,1
SGV047,SGV063,11,1
SGV048,SGV063,16,1
SGV049,SGV063,17,1
SGV050,SGV063,15,1
SGV051,SGV063,20,1
SGV052,SGV063,14,1
SGV053,SGV063,15,1
SGV054,SGV063,5,1
SGV055,SGV063,15,1
SGV056,SGV063,16,1
SGV057,SGV063,14,1
SGV058,SGV063,14,1
SGV059,SGV063,12,1
SGV060,SGV063,23,1
SGV061,SGV063,21,1
SGV062,SGV063,12,1
SGV063,SGV063,0,0
SGV064,SGV063,19,1
SGV065,SGV063,16,1
SGV066,SGV063,7,1
SGV067,SGV063,18,1
SGV068,SGV063,12,1
SGV069,SGV063,20,1
SGV070,SGV063,15,1
SGV071,SGV063,8,1
SGV072,SGV063,16,1
SGV073,SGV063,15,1
SGV075,SGV063,13,1
SGV077,SGV063,14,1
SGV078,SGV063,13,1
SGV079,SGV063,22,1
SGV080,SGV063,16,1
SGV004,SGV064,104,0
SGV021,SGV064,16,0
SGV022,SGV064,18,0
SGV023,SGV064,8,0
SGV025,SGV064,16,0
SGV026,SGV064,16,0
SGV028,SGV064,10,0
SGV029,SGV064,16,0
SGV030,SGV064,20,0
SGV031,SGV064,6,0
SGV032,SGV064,8,1
SGV033,SGV064,20,1
SGV034,SGV064,13,1
SGV035,SGV064,16,1
SGV036,SGV064,16,0
SGV037,SGV064,19,0
SGV038,SGV064,11,0
SGV039,SGV064,15,1
SGV040,SGV064,9,0
SGV041,SGV064,19,0
SGV042,SGV064,19,0
SGV043,SGV064,22,0
SGV044,SGV064,20,0
SGV045,SGV064,14,1
SGV046,SGV064,20,0
SGV047,SGV064,24,0
SGV048,SGV064,20,0
SGV049,SGV064,12,1
SGV050,SGV064,18,1
SGV051,SGV064,9,0
SGV052,SGV064,17,1
SGV053,SGV064,18,0
SGV054,SGV064,16,1
SGV055,SGV064,19,0
SGV056,SGV064,19,1
SGV057,SGV064,17,0
SGV058,SGV064,17,1
SGV059,SGV064,15,0
SGV060,SGV064,18,0
SGV061,SGV064,24,1
SGV062,SGV064,17,0
SGV063,SGV064,19,1
SGV064,SGV064,0,0
SGV065,SGV064,19,1
SGV066,SGV064,20,1
SGV067,SGV064,21,0
SGV068,SGV064,25,1
SGV069,SGV064,11,0
SGV070,SGV064,18,1
SGV071,SGV064,11,1
SGV072,SGV064,11,1
SGV073,SGV064,18,1
SGV075,SGV064,16,0
SGV077,SGV064,17,1
SGV078,SGV064,16,0
SGV079,SGV064,11,1
SGV080,SGV064,19,1
SGV004,SGV065,103,1
SGV021,SGV065,13,1
SGV022,SGV065,15,1
SGV023,SGV065,15,1
SGV025,SGV065,13,1
SGV026,SGV065,13,1
SGV028,SGV065,15,1
SGV029,SGV065,14,1
SGV030,SGV065,18,1
SGV031,SGV065,15,1
SGV032,SGV065,17,1
SGV033,SGV065,17,1
SGV034,SGV065,18,1
SGV035,SGV065,13,1
SGV036,SGV065,13,1
SGV037,SGV065,16,1
SGV038,SGV065,18,1
SGV039,SGV065,12,0
SGV040,SGV065,20,1
SGV041,SGV065,16,1
SGV042,SGV065,4,1
SGV043,SGV065,19,1
SGV044,SGV065,17,1
SGV045,SGV065,19,0
SGV046,SGV065,17,1
SGV047,SGV065,21,1
SGV048,SGV065,17,1
SGV049,SGV065,17,1
SGV050,SGV065,15,1
SGV051,SGV065,20,1
SGV052,SGV065,14,0
SGV053,SGV065,15,1
SGV054,SGV065,13,0
SGV055,SGV065,16,1
SGV056,SGV065,16,0
SGV057,SGV065,14,1
SGV058,SGV065,14,0
SGV059,SGV065,12,1
SGV060,SGV065,23,1
SGV061,SGV065,5,0
SGV062,SGV065,14,1
SGV063,SGV065,16,1
SGV064,SGV065,19,1
SGV065,SGV065,0,0
SGV066,SGV065,17,1
SGV067,SGV065,18,1
SGV068,SGV065,22,0
SGV069,SGV065,20,1
SGV070,SGV065,15,0
SGV071,SGV065,8,1
SGV072,SGV065,16,1
SGV073,SGV065,15,0
SGV075,SGV065,13,1
SGV077,SGV065,14,0
SGV078,SGV065,13,1
SGV079,SGV065,22,0
SGV080,SGV065,16,1
SGV004,SGV066,104,1
SGV021,SGV066,4,1
SGV022,SGV066,16,1
SGV023,SGV066,16,1
SGV025,SGV066,4,1
SGV026,SGV066,6,1
SGV028,SGV066,16,1
SGV029,SGV066,5,1
SGV030,SGV066,9,1
SGV031,SGV066,16,1
SGV032,SGV066,18,0
SGV033,SGV066,8,0
SGV034,SGV066,19,0
SGV035,SGV066,6,1
SGV036,SGV066,6,1
SGV037,SGV066,7,1
SGV038,SGV066,19,1
SGV039,SGV066,5,1
SGV040,SGV066,19,1
SGV041,SGV066,7,1
SGV042,SGV066,17,1
SGV043,SGV066,8,1
SGV044,SGV066,8,1
SGV045,SGV066,20,1
SGV046,SGV066,18,1
SGV047,SGV066,12,1
SGV048,SGV066,17,1
SGV049,SGV066,18,0
SGV050,SGV066,16,0
SGV051,SGV066,21,1
SGV052,SGV066,15,1
SGV053,SGV066,16,1
SGV054,SGV066,6,1
SGV055,SGV066,16,1
SGV056,SGV066,17,1
SGV057,SGV066,15,1
SGV058,SGV066,15,1
SGV059,SGV066,13,1
SGV060,SGV066,24,1
SGV061,SGV066,22,1
SGV062,SGV066,13,1
SGV063,SGV066,7,1
SGV064,SGV066,20,1
SGV065,SGV066,17,1
SGV066,SGV066,0,0
SGV067,SGV066,19,1
SGV068,SGV066,13,1
SGV069,SGV066,21,1
SGV070,SGV066,16,1
SGV071,SGV066,9,0
SGV072,SGV066,17,1
SGV073,SGV066,16,1
SGV075,SGV066,14,1
SGV077,SGV066,15,1
SGV078,SGV066,14,1
SGV079,SGV066,23,1
SGV080,SGV066,17,1
SGV004,SGV067,105,0
SGV021,SGV067,15,0
SGV022,SGV067,13,0
SGV023,SGV067,17,0
SGV025,SGV067,15,0
SGV026,SGV067,15,0
SGV028,SGV067,17,0
SGV029,SGV067,16,0
SGV030,SGV067,20,0
SGV031,SGV067,17,0
SGV032,SGV067,19,1
SGV033,SGV067,19,1
SGV034,SGV067,20,1
SGV035,SGV067,15,1
SGV036,SGV067,15,0
SGV037,SGV067,18,0
SGV038,SGV067,20,0
SGV039,SGV067,14,1
SGV040,SGV067,22,0
SGV041,SGV067,18,0
SGV042,SGV067,18,0
SGV043,SGV067,21,0
SGV044,SGV067,19,0
SGV045,SGV067,21,1
SGV046,SGV067,3,0
SGV047,SGV067,23,0
SGV048,SGV067,3,0
SGV049,SGV067,19,1
SGV050,SGV067,13,1
SGV051,SGV067,22,0
SGV052,SGV067,12,1
SGV053,SGV067,13,0
SGV054,SGV067,15,1
SGV055,SGV067,14,0
SGV056,SGV067,14,1
SGV057,SGV067,12,0
SGV058,SGV067,12,1
SGV059,SGV067,10,0
SGV060,SGV067,25,0
SGV061,SGV067,23,1
SGV062,SGV067,12,0
SGV063,SGV067,18,1
SGV064,SGV067,21,0
SGV065,SGV067,18,1
SGV066,SGV067,19,1
SGV067,SGV067,0,0
SGV068,SGV067,24,1
SGV069,SGV067,22,0
SGV070,SGV067,13,1
SGV071,SGV067,10,1
SGV072,SGV067,18,1
SGV073,SGV067,13,1
SGV075,SGV067,11,0
SGV077,SGV067,10,1
SGV078,SGV067,11,0
SGV079,SGV067,24,1
SGV080,SGV067,14,1
SGV004,SGV068,109,1
SGV021,SGV068,9,1
SGV022,SGV068,21,1
SGV023,SGV068,21,1
SGV025,SGV068,9,1
SGV026,SGV068,11,1
SGV028,SGV068,21,1
SGV029,SGV068,10,1
SGV030,SGV068,14,1
SGV031,SGV068,21,1
SGV032,SGV068,23,1
SGV033,SGV068,13,1
SGV034,SGV068,24,1
SGV035,SGV068,9,1
SGV036,SGV068,11,1
SGV037,SGV068,8,1
SGV038,SGV068,24,1
SGV039,SGV068,10,0
SGV040,SGV068,24,1
SGV041,SGV068,12,1
SGV042,SGV068,22,1
SGV043,SGV068,15,1
SGV044,SGV068,13,1
SGV045,SGV068,25,0
SGV046,SGV068,23,1
SGV047,SGV068,1,1
SGV048,SGV068,22,1
SGV049,SGV068,23,1
SGV050,SGV068,21,1
SGV051,SGV068,26,1
SGV052,SGV068,20,0
SGV053,SGV068,21,1
SGV054,SGV068,11,0
SGV055,SGV068,21,1
SGV056,SGV068,22,0
SGV057,SGV068,20,1
SGV058,SGV068,20,0
SGV059,SGV068,18,1
SGV060,SGV068,29,1
SGV061,SGV068,27,0
SGV062,SGV068,18,1
SGV063,SGV068,12,1
SGV064,SGV068,25,1
SGV065,SGV068,22,0
SGV066,SGV068,13,1
SGV067,SGV068,24,1
SGV068,SGV068,0,0
SGV069,SGV068,26,1
SGV070,SGV068,21,0
SGV071,SGV068,14,1
SGV072,SGV068,22,1
SGV073,SGV068,21,0
SGV075,SGV068,19,1
SGV077,SGV068,20,0
SGV078,SGV068,19,1
SGV079,SGV068,28,0
SGV080,SGV068,22,1
SGV004,SGV069,105,0
SGV021,SGV069,17,0
SGV022,SGV069,19,0
SGV023,SGV069,9,0
SGV025,SGV069,17,0
SGV026,SGV069,17,0
SGV028,SGV069,11,0
SGV029,SGV069,17,0
SGV030,SGV069,21,0
SGV031,SGV069,5,0
SGV032,SGV069,9,1
SGV033,SGV069,21,1
SGV034,SGV069,14,1
SGV035,SGV069,17,1
SGV036,SGV069,17,0
SGV037,SGV069,20,0
SGV038,SGV069,12,0
SGV039,SGV069,16,1
SGV040,SGV069,12,0
SGV041,SGV069,20,0
SGV042,SGV069,20,0
SGV043,SGV069,23,0
SGV044,SGV069,21,0
SGV045,SGV069,15,1
SGV046,SGV069,21,0
SGV047,SGV069,25,0
SGV048,SGV069,21,0
SGV049,SGV069,13,1
SGV050,SGV069,19,1
SGV051,SGV069,12,0
SGV052,SGV069,18,1
SGV053,SGV069,19,0
SGV054,SGV069,17,1
SGV055,SGV069,20,0
SGV056,SGV069,20,1
SGV057,SGV069,18,0
SGV058,SGV069,18,1
SGV059,SGV069,16,0
SGV060,SGV069,19,0
SGV061,SGV069,25,1
SGV062,SGV069,18,0
SGV063,SGV069,20,1
SGV064,SGV069,11,0
SGV065,SGV069,20,1
SGV066,SGV069,21,1
SGV067,SGV069,22,0
SGV068,SGV069,26,1
SGV069,SGV069,0,0
SGV070,SGV069,19,1
SGV071,SGV069,12,1
SGV072,SGV069,12,1
SGV073,SGV069,19,1
SGV075,SGV069,17,0
SGV077,SGV069,18,1
SGV078,SGV069,17,0
SGV079,SGV069,14,1
SGV080,SGV069,20,1
SGV004,SGV070,102,1
SGV021,SGV070,12,1
SGV022,SGV070,10,1
SGV023,SGV070,14,1
SGV025,SGV070,12,1
SGV026,SGV070,12,1
SGV028,SGV070,14,1
SGV029,SGV070,13,1
SGV030,SGV070,17,1
SGV031,SGV070,14,1
SGV032,SGV070,16,1
SGV033,SGV070,16,1
SGV034,SGV070,17,1
SGV035,SGV070,12,1
SGV036,SGV070,12,1
SGV037,SGV070,15,1
SGV038,SGV070,17,1
SGV039,SGV070,11,0
SGV040,SGV070,19,1
SGV041,SGV070,15,1
SGV042,SGV070,15,1
SGV043,SGV070,18,1
SGV044,SGV070,16,1
SGV045,SGV070,18,0
SGV046,SGV070,12,1
SGV047,SGV070,20,1
SGV048,SGV070,12,1
SGV049,SGV070,16,1
SGV050,SGV070,10,1
SGV051,SGV070,19,1
SGV052,SGV070,9,0
SGV053,SGV070,10,1
SGV054,SGV070,12,0
SGV055,SGV070,11,1
SGV056,SGV070,11,0
SGV057,SGV070,9,1
SGV058,SGV070,9,0
SGV059,SGV070,7,1
SGV060,SGV070,22,1
SGV061,SGV070,20,0
SGV062,SGV070,9,1
SGV063,SGV070,15,1
SGV064,SGV070,18,1
SGV065,SGV070,15,0
SGV066,SGV070,16,1
SGV067,SGV070,13,1
SGV068,SGV070,21,0
SGV069,SGV070,19,1
SGV070,SGV070,0,0
SGV071,SGV070,7,1
SGV072,SGV070,15,1
SGV073,SGV070,10,0
SGV075,SGV070,8,1
SGV077,SGV070,9,0
SGV078,SGV070,8,1
SGV079,SGV070,21,0
SGV080,SGV070,11,1
SGV004,SGV071,95,1
SGV021,SGV071,5,1
SGV022,SGV071,7,1
SGV023,SGV071,7,1
SGV025,SGV071,5,1
SGV026,SGV071,5,1
SGV028,SGV071,7,1
SGV029,SGV071,6,1
SGV030,SGV071,10,1
SGV031,SGV071,7,1
SGV032,SGV071,9,0
SGV033,SGV071,9,0
SGV034,SGV071,10,0
SGV035,SGV071,5,1
SGV036,SGV071,5,1
SGV037,SGV071,8,1
SGV038,SGV071,10,1
SGV039,SGV071,4,1
SGV040,SGV071,12,1
SGV041,SGV071,8,1
SGV042,SGV071,8,1
SGV043,SGV071,11,1
SGV044,SGV071,9,1
SGV045,SGV071,11,1
SGV046,SGV071,9,1
SGV047,SGV071,13,1
SGV048,SGV071,9,1
SGV049,SGV071,9,0
SGV050,SGV071,7,0
SGV051,SGV071,12,1
SGV052,SGV071,6,1
SGV053,SGV071,7,1
SGV054,SGV071,5,1
SGV055,SGV071,8,1
SGV056,SGV071,8,1
SGV057,SGV071,6,1
SGV058,SGV071,6,1
SGV059,SGV071,4,1
SGV060,SGV071,15,1
SGV061,SGV071,13,1
SGV062,SGV071,6,1
SGV063,SGV071,8,1
SGV064,SGV071,11,1
SGV065,SGV071,8,1
SGV066,SGV071,9,0
SGV067,SGV071,10,1
SGV068,SGV071,14,1
SGV069,SGV071,12,1
SGV070,SGV071,7,1
SGV071,SGV071,0,0
SGV072,SGV071,8,1
SGV073,SGV071,7,1
SGV075,SGV071,5,1
SGV077,SGV071,6,1
SGV078,SGV071,5,1
SGV079,SGV071,14,1
SGV080,SGV071,8,1
SGV004,SGV072,101,1
SGV021,SGV072,13,1
SGV022,SGV072,15,1
SGV023,SGV072,7,1
SGV025,SGV072,13,1
SGV026,SGV072,13,1
SGV028,SGV072,1,1
SGV029,SGV072,14,1
SGV030,SGV072,18,1
SGV031,SGV072,7,1
SGV032,SGV072,9,1
SGV033,SGV072,17,1
SGV034,SGV072,4,1
SGV035,SGV072,13,0
SGV036,SGV072,13,1
SGV037,SGV072,16,1
SGV038,SGV072,10,1
SGV039,SGV072,12,1
SGV040,SGV072,12,1
SGV041,SGV072,16,1
SGV042,SGV072,16,1
SGV043,SGV072,19,1
SGV044,SGV072,17,1
SGV045,SGV072,5,1
SGV046,SGV072,17,1
SGV047,SGV072,21,1
SGV048,SGV072,17,1
SGV049,SGV072,3,1
SGV050,SGV072,15,1
SGV051,SGV072,12,1
SGV052,SGV072,14,1
SGV053,SGV072,15,1
SGV054,SGV072,13,1
SGV055,SGV072,16,1
SGV056,SGV072,16,1
SGV057,SGV072,14,1
SGV058,SGV072,14,1
SGV059,SGV072,12,1
SGV060,SGV072,9,1
SGV061,SGV072,21,1
SGV062,SGV072,14,1
SGV063,SGV072,16,1
SGV064,SGV072,11,1
SGV065,SGV072,16,1
SGV066,SGV072,17,1
SGV067,SGV072,18,1
SGV068,SGV072,22,1
SGV069,SGV072,12,1
SGV070,SGV072,15,1
SGV071,SGV072,8,1
SGV072,SGV072,0,0
SGV073,SGV072,15,1
SGV075,SGV072,13,1
SGV077,SGV072,14,1
SGV078,SGV072,13,1
SGV079,SGV072,14,1
SGV080,SGV072,16,1
SGV004,SGV073,102,1
SGV021,SGV073,12,1
SGV022,SGV073,10,1
SGV023,SGV073,14,1
SGV025,SGV073,12,1
SGV026,SGV073,12,1
SGV028,SGV073,14,1
SGV029,SGV073,13,1
SGV030,SGV073,17,1
SGV031,SGV073,14,1
SGV032,SGV073,16,1
SGV033,SGV073,16,1
SGV034,SGV073,17,1
SGV035,SGV073,12,1
SGV036,SGV073,12,1
SGV037,SGV073,15,1
SGV038,SGV073,17,1
SGV039,SGV073,11,0
SGV040,SGV073,19,1
SGV041,SGV073,15,1
SGV042,SGV073,15,1
SGV043,SGV073,18,1
SGV044,SGV073,16,1
SGV045,SGV073,18,0
SGV046,SGV073,12,1
SGV047,SGV073,20,1
SGV048,SGV073,12,1
SGV049,SGV073,16,1
SGV050,SGV073,10,1
SGV051,SGV073,19,1
SGV052,SGV073,9,0
SGV053,SGV073,10,1
SGV054,SGV073,12,0
SGV055,SGV073,11,1
SGV056,SGV073,5,0
SGV057,SGV073,9,1
SGV058,SGV073,9,0
SGV059,SGV073,7,1
SGV060,SGV073,22,1
SGV061,SGV073,20,0
SGV062,SGV073,9,1
SGV063,SGV073,15,1
SGV064,SGV073,18,1
SGV065,SGV073,15,0
SGV066,SGV073,16,1
SGV067,SGV073,13,1
SGV068,SGV073,21,0
SGV069,SGV073,19,1
SGV070,SGV073,10,0
SGV071,SGV073,7,1
SGV072,SGV073,15,1
SGV073,SGV073,0,0
SGV075,SGV073,8,1
SGV077,SGV073,9,0
SGV078,SGV073,8,1
SGV079,SGV073,21,0
SGV080,SGV073,9,1
SGV004,SGV075,100,0
SGV021,SGV075,10,0
SGV022,SGV075,8,0
SGV023,SGV075,12,0
SGV025,SGV075,10,0
SGV026,SGV075,10,0
SGV028,SGV075,12,0
SGV029,SGV075,11,0
SGV030,SGV075,15,0
SGV031,SGV075,12,0
SGV032,SGV075,14,1
SGV033,SGV075,14,1
SGV034,SGV075,15,1
SGV035,SGV075,10,1
SGV036,SGV075,10,0
SGV037,SGV075,13,0
SGV038,SGV075,15,0
SGV039,SGV075,9,1
SGV040,SGV075,17,0
SGV041,SGV075,13,0
SGV042,SGV075,13,0
SGV043,SGV075,16,0
SGV044,SGV075,14,0
SGV045,SGV075,16,1
SGV046,SGV075,10,0
SGV047,SGV075,18,0
SGV048,SGV075,10,0
SGV049,SGV075,14,1
SGV050,SGV075,8,1
