snp-dists 0.8.2,SBV005,SBV007,SBV010,SBV011,SBV019,SBV021,SBV022,SBV023,SBV024,SBV025,SBV027,SBV029,SBV030,SBV032,SBV033,SBV035,SBV036,SBV037,SBV038,SBV039,SBV041,SBV042,SBV043,SBV044,SBV045,SBV046,SBV047,SBV048,SBV049,SBV050,SBV051,SBV052,SBV053,SBV054,SBV055,SBV056,SBV057,SBV058,SBV059,SBV060,SBV061,SBV062,SBV063,SBV064,SBV067,SBV068,SBV069,SBV070,SBV071,SBV072,SBV075,SBV076,SBV077,SBV078,SBV079,SBV080,SBV081,SBV082,SBV083,SBV084,SBV087,SBV088,SBV089,SBV090,SBV091,SBV092,SBV093,SBV094,SBV095,SBV096,SBV097,SBV098,SBV099,SBV100,SBV101,SBV102,SBV103,SBV104,SBV105,SBV106,SBV107,SBV108,SBV109,SBV110,SBV111,SBV112,SBV113,SBV114,SBV115,SBV116,SBV117,SBV118,SBV119,SBV121,SBV122,SBV123,SBV124,SBV125,SBV127,SBV128,SBV130,SBV132,SBV133,SBV134,SBV135,SBV136,SBV138,SBV139,SBV140,SBV141,SBV142,SBV143,SBV144,SBV145,SBV146,SBV147,SBV148,SBV150,SBV151,SBV152,SBV153,SBV156,SBV157,SBV158,SBV159,SBV160,SBV161,SBV162,SBV163,SBV164,SBV165,SBV166,SBV167,SBV168,SBV169,SBV170,SBV171,SBV172,SBV173,SBV174,SBV175,SBV176,SBV218,SBV234,SBV235,SBV240,SBV257,SBV269,SBV270,SBV271,SBV272,SBV273,SBV274,SBV275,SBV276,SBV277,SBV278,SBV279,SBV280,SBV281,SBV282,SBV283,SBV284,SBV285,SBV286,SBV287,SBV288,SBV289,SBV290,SBV291,SBV292,SBV293,SBV294,SBV295,SBV296,SBV297,SBV298,SBV299,SBV300,SBV301,SBV302,SBV305,SBV306,SBV307,SBV308,SBV310,SBV311,SBV312,SBV313,SBV314,SBV315,SBV316,SBV317,SBV318,SBV319,SBV320,SBV321,SBV322,SBV323,SBV324,SBV325,SBV326,SBV327,SBV328,SBV329,SBV330,SBV331,SBV332,SBV333,SBV334,SBV335,SBV336,SBV337,SBV338,SBV339,SBV340,SBV341,SBV343,SBV344,SBV345,SBV347,SBV348,SBV349,SBV350,SBV351,SBV352,SBV353,SBV354,SBV355,SBV356,SBV357,SBV358,SBV359,SBV361,SBV362,SBV363,SBV364,SBV365,SBV366,SBV367,SBV368,SBV369,SBV370,SBV371,SBV372,SBV373,SBV374,SBV375,SBV376
SBV070,38,3,63,85,70,69,16,4,70,6,4,74,7,74,6,2,2,6,5,7,5,2,6,6,4,5,4,4,4,6,4,6,6,2,6,1,3,0,4,7,1,2,5,1,6,2,5,0,4,11,5,4,5,4,5,0,4,5,4,4,5,1,6,5,1,6,3,6,6,4,4,4,5,5,5,3,3,2,7,5,4,5,9,1,6,4,8,5,5,4,6,5,2,6,7,6,6,6,2,6,6,7,8,6,5,7,7,7,4,6,7,4,8,6,7,4,6,4,2,7,7,8,8,5,8,9,3,6,7,6,2,6,6,6,7,8,4,5,4,5,4,7,6,7,5,9,8,2,10,7,6,10,13,12,13,5,8,6,6,7,10,8,10,8,10,9,10,10,9,7,10,8,9,11,7,4,8,9,10,10,9,7,11,11,9,11,3,9,75,6,9,14,11,7,13,8,9,6,9,9,8,12,8,6,11,8,12,4,5,11,8,6,4,12,10,10,13,13,10,6,7,8,5,4,9,12,10,8,7,7,11,10,10,6,11,13,12,11,11,12,13,10,12,10,11,7,15,7,12
SBV071,36,3,61,83,68,67,14,0,68,4,2,72,5,72,4,2,2,4,5,3,1,2,2,2,0,1,0,0,0,2,0,2,4,4,2,3,1,4,0,5,3,4,1,3,2,4,1,4,0,9,1,0,1,4,1,4,0,1,0,0,1,5,2,3,5,4,3,2,2,0,0,0,3,1,1,7,5,2,3,1,6,1,5,5,2,0,4,1,1,6,2,1,4,2,3,2,2,2,4,2,2,3,4,2,3,3,3,3,0,2,3,0,4,2,3,6,2,0,4,3,3,4,4,1,4,5,7,2,3,2,6,2,2,2,3,8,0,1,0,1,0,7,4,3,1,5,4,6,8,5,2,8,11,10,11,9,4,2,2,3,6,4,8,4,8,5,6,8,7,3,8,4,5,9,3,0,4,5,6,8,5,11,9,9,5,9,7,7,73,4,5,12,7,5,11,6,5,2,5,5,6,8,6,4,7,6,10,0,3,9,6,4,0,10,8,8,11,11,6,2,3,4,3,8,7,10,6,6,3,3,7,6,6,2,7,11,10,7,7,8,11,6,10,8,7,5,13,3,10
SBV072,41,10,66,88,73,72,19,9,73,9,7,77,8,77,9,9,9,9,12,12,10,9,11,11,9,10,9,9,9,11,9,11,9,11,11,10,8,11,9,10,10,11,10,10,11,11,10,11,9,0,10,9,10,11,10,11,9,10,9,9,10,12,11,8,12,9,10,11,11,9,9,9,8,10,10,14,12,9,12,10,13,10,14,12,11,9,13,10,10,13,11,10,11,11,12,11,11,11,11,11,11,12,13,11,8,12,12,12,9,11,12,9,13,11,12,13,11,9,11,12,12,13,13,10,13,14,14,11,12,11,13,11,11,11,12,15,9,10,9,10,9,14,9,12,10,14,13,13,13,10,11,13,16,15,16,16,13,11,11,12,15,13,13,13,13,14,15,13,12,12,13,13,14,14,12,9,13,14,15,13,14,18,14,14,14,14,14,12,78,9,14,17,16,10,16,11,14,11,14,14,11,17,11,9,16,11,15,9,8,14,11,9,9,15,13,13,16,16,15,11,12,13,8,15,12,15,15,11,12,12,16,15,15,11,16,16,15,16,16,17,16,15,15,13,16,10,18,12,15
SBV075,37,4,62,84,69,68,15,1,69,5,3,73,6,73,5,3,3,5,6,4,2,3,3,3,1,2,1,1,1,3,1,3,5,5,3,4,2,5,1,6,4,5,2,4,3,5,2,5,1,10,0,1,2,5,2,5,1,2,1,1,2,6,3,4,6,5,4,3,3,1,1,1,4,2,2,8,6,3,4,2,7,2,6,6,3,1,5,2,2,7,3,2,5,3,4,3,3,3,5,3,3,4,5,3,4,4,4,4,1,3,4,1,5,3,4,7,3,1,5,4,4,5,5,2,5,6,8,3,4,3,7,3,3,3,4,9,1,2,1,2,1,8,5,4,2,6,5,7,9,6,3,9,12,11,12,10,5,3,3,4,7,5,9,5,9,6,7,9,8,4,9,5,6,10,4,1,5,6,7,9,6,12,10,10,6,10,8,8,74,5,6,13,8,6,12,7,6,3,6,6,7,9,7,5,8,7,11,1,4,10,7,5,1,11,9,9,12,12,7,3,4,5,4,9,8,11,7,7,4,4,8,7,7,3,8,12,11,8,8,9,12,7,11,9,8,6,14,4,11
SBV076,36,3,61,83,68,67,14,0,68,4,2,72,5,72,4,2,2,4,5,3,1,2,2,2,0,1,0,0,0,2,0,2,4,4,2,3,1,4,0,5,3,4,1,3,2,4,1,4,0,9,1,0,1,4,1,4,0,1,0,0,1,5,2,3,5,4,3,2,2,0,0,0,3,1,1,7,5,2,3,1,6,1,5,5,2,0,4,1,1,6,2,1,4,2,3,2,2,2,4,2,2,3,4,2,3,3,3,3,0,2,3,0,4,2,3,6,2,0,4,3,3,4,4,1,4,5,7,2,3,2,6,2,2,2,3,8,0,1,0,1,0,7,4,3,1,5,4,6,8,5,2,8,11,10,11,9,4,2,2,3,6,4,8,4,8,5,6,8,7,3,8,4,5,9,3,0,4,5,6,8,5,11,9,9,5,9,7,7,73,4,5,12,7,5,11,6,5,2,5,5,6,8,6,4,7,6,10,0,3,9,6,4,0,10,8,8,11,11,6,2,3,4,3,8,7,10,6,6,3,3,7,6,6,2,7,11,10,7,7,8,11,6,10,8,7,5,13,3,10
SBV077,37,4,62,84,69,68,15,1,69,5,3,73,6,73,5,3,3,5,6,4,2,3,3,3,1,0,1,1,1,3,1,1,5,5,1,4,2,5,1,6,4,5,2,4,3,5,2,5,1,10,2,1,0,5,2,5,1,2,1,1,2,6,3,4,6,5,4,3,3,1,1,1,4,2,2,8,6,3,4,2,7,2,6,6,3,1,5,2,2,7,3,2,5,3,4,3,3,3,5,3,3,4,5,1,4,4,4,4,1,3,4,1,5,3,4,7,3,1,5,4,4,5,5,2,5,6,8,3,4,3,7,3,3,3,4,9,1,2,1,2,1,8,5,4,2,6,5,7,9,6,3,9,12,11,12,10,5,3,3,4,7,5,9,5,9,6,7,9,8,4,9,5,6,10,4,1,5,6,7,9,6,12,10,10,6,10,8,8,74,5,6,13,8,6,12,7,6,3,6,6,7,9,7,5,8,7,11,1,4,10,7,5,1,11,9,9,12,12,7,3,4,5,4,9,8,11,7,7,4,4,8,7,7,3,8,12,11,8,8,9,12,7,11,9,8,6,14,4,11
SBV078,38,3,63,85,70,69,16,4,70,6,4,74,7,74,6,2,2,6,5,7,5,2,6,6,4,5,4,4,4,6,4,6,6,4,6,3,3,4,4,7,3,4,5,3,6,4,5,4,4,11,5,4,5,0,5,4,4,5,4,4,5,5,6,5,5,6,3,6,6,4,4,4,5,5,5,7,5,2,7,5,6,5,9,5,6,4,8,5,5,6,6,5,4,6,7,6,6,6,4,6,6,7,8,6,5,7,7,7,4,6,7,4,8,6,7,6,6,4,4,7,7,8,8,5,8,9,7,6,7,6,6,6,6,6,7,8,4,5,4,5,4,7,6,7,5,9,8,6,10,7,6,10,13,12,13,9,8,6,6,7,10,8,10,8,10,9,10,10,9,7,10,8,9,11,7,4,8,9,10,10,9,11,11,11,9,11,7,9,75,6,9,14,11,7,13,8,9,6,9,9,8,12,8,6,11,8,12,4,5,11,8,6,4,12,10,10,13,13,10,6,7,8,5,8,9,12,10,8,7,7,11,10,10,6,11,13,12,11,11,12,13,10,12,10,11,7,15,7,12
SBV079,37,4,62,84,69,68,15,1,69,5,3,73,6,73,5,3,3,5,6,4,2,3,3,3,1,2,1,1,1,3,1,3,5,5,3,4,2,5,1,6,4,5,2,4,3,5,0,5,1,10,2,1,2,5,0,5,1,0,1,1,2,6,3,4,6,5,4,3,3,1,1,1,4,2,0,8,6,3,2,0,7,0,4,6,1,1,5,2,2,7,1,2,5,1,2,1,1,1,5,1,1,4,3,3,4,2,2,4,1,3,4,1,5,3,2,7,1,1,5,4,2,5,5,2,5,4,8,3,2,3,7,1,1,1,4,9,1,2,1,2,1,8,5,4,2,4,3,7,9,6,3,9,12,11,12,10,3,1,1,4,7,5,9,3,9,4,7,9,8,4,9,3,4,10,2,1,5,4,5,9,6,12,10,10,4,10,8,8,74,5,6,13,8,6,12,7,4,3,6,4,7,7,7,5,6,7,11,1,4,10,7,5,1,11,9,9,12,12,5,1,4,3,4,9,8,11,5,7,2,4,6,7,7,1,6,12,11,6,8,9,12,5,11,9,6,6,14,2,11
SBV080,38,3,63,85,70,69,16,4,70,6,4,74,7,74,6,2,2,6,5,7,5,2,6,6,4,5,4,4,4,6,4,6,6,2,6,1,3,0,4,7,1,2,5,1,6,2,5,0,4,11,5,4,5,4,5,0,4,5,4,4,5,1,6,5,1,6,3,6,6,4,4,4,5,5,5,3,3,2,7,5,4,5,9,1,6,4,8,5,5,4,6,5,2,6,7,6,6,6,2,6,6,7,8,6,5,7,7,7,4,6,7,4,8,6,7,4,6,4,2,7,7,8,8,5,8,9,3,6,7,6,2,6,6,6,7,8,4,5,4,5,4,7,6,7,5,9,8,2,10,7,6,10,13,12,13,5,8,6,6,7,10,8,10,8,10,9,10,10,9,7,10,8,9,11,7,4,8,9,10,10,9,7,11,11,9,11,3,9,75,6,9,14,11,7,13,8,9,6,9,9,8,12,8,6,11,8,12,4,5,11,8,6,4,12,10,10,13,13,10,6,7,8,5,4,9,12,10,8,7,7,11,10,10,6,11,13,12,11,11,12,13,10,12,10,11,7,15,7,12
SBV081,36,3,61,83,68,67,14,0,68,4,2,72,5,72,4,2,2,4,5,3,1,2,2,2,0,1,0,0,0,2,0,2,4,4,2,3,1,4,0,5,3,4,1,3,2,4,1,4,0,9,1,0,1,4,1,4,0,1,0,0,1,5,2,3,5,4,3,2,2,0,0,0,3,1,1,7,5,2,3,1,6,1,5,5,2,0,4,1,1,6,2,1,4,2,3,2,2,2,4,2,2,3,4,2,3,3,3,3,0,2,3,0,4,2,3,6,2,0,4,3,3,4,4,1,4,5,7,2,3,2,6,2,2,2,3,8,0,1,0,1,0,7,4,3,1,5,4,6,8,5,2,8,11,10,11,9,4,2,2,3,6,4,8,4,8,5,6,8,7,3,8,4,5,9,3,0,4,5,6,8,5,11,9,9,5,9,7,7,73,4,5,12,7,5,11,6,5,2,5,5,6,8,6,4,7,6,10,0,3,9,6,4,0,10,8,8,11,11,6,2,3,4,3,8,7,10,6,6,3,3,7,6,6,2,7,11,10,7,7,8,11,6,10,8,7,5,13,3,10
SBV082,37,4,62,84,69,68,15,1,69,5,3,73,6,73,5,3,3,5,6,4,2,3,3,3,1,2,1,1,1,3,1,3,5,5,3,4,2,5,1,6,4,5,2,4,3,5,0,5,1,10,2,1,2,5,0,5,1,0,1,1,2,6,3,4,6,5,4,3,3,1,1,1,4,2,0,8,6,3,2,0,7,0,4,6,1,1,5,2,2,7,1,2,5,1,2,1,1,1,5,1,1,4,3,3,4,2,2,4,1,3,4,1,5,3,2,7,1,1,5,4,2,5,5,2,5,4,8,3,2,3,7,1,1,1,4,9,1,2,1,2,1,8,5,4,2,4,3,7,9,6,3,9,12,11,12,10,3,1,1,4,7,5,9,3,9,4,7,9,8,4,9,3,4,10,2,1,5,4,5,9,6,12,10,10,4,10,8,8,74,5,6,13,8,6,12,7,4,3,6,4,7,7,7,5,6,7,11,1,4,10,7,5,1,11,9,9,12,12,5,1,4,3,4,9,8,11,5,7,2,4,6,7,7,1,6,12,11,6,8,9,12,5,11,9,6,6,14,2,11
SBV083,36,3,61,83,68,67,14,0,68,4,2,72,5,72,4,2,2,4,5,3,1,2,2,2,0,1,0,0,0,2,0,2,4,4,2,3,1,4,0,5,3,4,1,3,2,4,1,4,0,9,1,0,1,4,1,4,0,1,0,0,1,5,2,3,5,4,3,2,2,0,0,0,3,1,1,7,5,2,3,1,6,1,5,5,2,0,4,1,1,6,2,1,4,2,3,2,2,2,4,2,2,3,4,2,3,3,3,3,0,2,3,0,4,2,3,6,2,0,4,3,3,4,4,1,4,5,7,2,3,2,6,2,2,2,3,8,0,1,0,1,0,7,4,3,1,5,4,6,8,5,2,8,11,10,11,9,4,2,2,3,6,4,8,4,8,5,6,8,7,3,8,4,5,9,3,0,4,5,6,8,5,11,9,9,5,9,7,7,73,4,5,12,7,5,11,6,5,2,5,5,6,8,6,4,7,6,10,0,3,9,6,4,0,10,8,8,11,11,6,2,3,4,3,8,7,10,6,6,3,3,7,6,6,2,7,11,10,7,7,8,11,6,10,8,7,5,13,3,10
SBV084,36,3,61,83,68,67,14,0,68,4,2,72,5,72,4,2,2,4,5,3,1,2,2,2,0,1,0,0,0,2,0,2,4,4,2,3,1,4,0,5,3,4,1,3,2,4,1,4,0,9,1,0,1,4,1,4,0,1,0,0,1,5,2,3,5,4,3,2,2,0,0,0,3,1,1,7,5,2,3,1,6,1,5,5,2,0,4,1,1,6,2,1,4,2,3,2,2,2,4,2,2,3,4,2,3,3,3,3,0,2,3,0,4,2,3,6,2,0,4,3,3,4,4,1,4,5,7,2,3,2,6,2,2,2,3,8,0,1,0,1,0,7,4,3,1,5,4,6,8,5,2,8,11,10,11,9,4,2,2,3,6,4,8,4,8,5,6,8,7,3,8,4,5,9,3,0,4,5,6,8,5,11,9,9,5,9,7,7,73,4,5,12,7,5,11,6,5,2,5,5,6,8,6,4,7,6,10,0,3,9,6,4,0,10,8,8,11,11,6,2,3,4,3,8,7,10,6,6,3,3,7,6,6,2,7,11,10,7,7,8,11,6,10,8,7,5,13,3,10
SBV087,37,4,62,84,69,68,15,1,69,5,3,73,6,73,5,3,3,5,6,4,2,3,3,3,1,2,1,1,1,3,1,3,5,5,3,4,2,5,1,6,4,5,2,4,3,5,2,5,1,10,2,1,2,5,2,5,1,2,1,1,0,6,3,4,6,5,4,3,3,1,1,1,4,2,2,8,6,3,4,2,7,2,6,6,3,1,5,2,2,7,3,2,5,3,4,3,3,3,5,3,3,4,5,3,4,4,4,4,1,3,4,1,5,3,4,7,3,1,5,4,4,5,5,2,5,6,8,3,4,3,7,3,3,3,4,9,1,2,1,2,1,8,5,4,2,6,5,7,9,6,3,9,12,11,12,10,5,3,3,4,7,5,9,5,9,6,7,9,8,4,9,5,6,10,4,1,5,6,7,9,6,12,10,10,6,10,8,8,74,5,6,13,8,6,12,7,6,3,6,6,7,9,7,5,8,7,11,1,4,10,7,5,1,11,9,9,12,12,7,3,4,5,4,9,8,11,7,7,4,4,8,7,7,3,8,12,11,8,8,9,12,7,11,9,8,6,14,4,11
SBV088,39,4,64,86,71,70,17,5,71,7,5,75,8,75,7,3,3,7,6,8,6,3,7,7,5,6,5,5,5,7,5,7,7,3,7,2,4,1,5,8,2,3,6,2,7,3,6,1,5,12,6,5,6,5,6,1,5,6,5,5,6,0,7,6,0,7,4,7,7,5,5,5,6,6,6,4,4,3,8,6,5,6,10,2,7,5,9,6,6,5,7,6,3,7,8,7,7,7,3,7,7,8,9,7,6,8,8,8,5,7,8,5,9,7,8,5,7,5,3,8,8,9,9,6,9,10,4,7,8,7,3,7,7,7,8,9,5,6,5,6,5,8,7,8,6,10,9,3,11,8,7,11,14,13,14,6,9,7,7,8,11,9,11,9,11,10,11,11,10,8,11,9,10,12,8,5,9,10,11,11,10,8,12,12,10,12,4,10,76,7,10,15,12,8,14,9,10,7,10,10,9,13,9,7,12,9,13,5,6,12,9,7,5,13,11,11,14,14,11,7,8,9,6,5,10,13,11,9,8,8,12,11,11,7,12,14,13,12,12,13,14,11,13,11,12,8,16,8,13
SBV089,38,5,63,85,70,69,16,2,70,6,4,74,7,74,6,4,4,6,7,5,3,4,4,4,2,3,2,2,2,4,2,4,6,6,4,5,3,6,2,7,5,6,3,5,4,6,3,6,2,11,3,2,3,6,3,6,2,3,2,2,3,7,0,5,7,6,5,4,4,2,2,2,5,3,3,9,7,4,5,3,8,3,7,7,4,2,6,3,3,8,4,3,6,4,5,4,4,4,6,4,4,5,6,4,5,5,5,5,2,4,5,2,6,4,5,8,4,2,6,5,5,6,6,3,6,7,9,4,5,4,8,4,4,4,5,10,2,3,2,3,2,9,6,5,3,7,6,8,10,7,4,10,13,12,13,11,6,4,4,5,8,6,10,6,10,7,8,10,9,5,10,6,7,11,5,2,6,7,8,10,7,13,11,11,7,11,9,9,75,6,7,14,9,7,13,8,7,4,7,7,8,10,8,6,9,8,12,2,5,11,8,6,2,12,10,10,13,13,8,4,5,6,5,10,9,12,8,8,5,5,9,8,8,4,9,13,12,9,9,10,13,8,12,10,9,7,15,5,12
SBV090,35,4,60,82,67,66,13,3,67,3,1,71,4,71,3,3,3,3,6,6,4,3,5,5,3,4,3,3,3,5,3,5,3,5,5,4,2,5,3,4,4,5,4,4,5,5,4,5,3,8,4,3,4,5,4,5,3,4,3,3,4,6,5,0,6,1,4,5,5,3,3,3,0,4,4,8,6,3,6,4,7,4,8,6,5,3,7,4,4,7,5,4,5,5,6,5,5,5,5,5,5,6,7,5,0,6,6,6,3,5,6,3,7,5,6,7,5,3,5,6,6,7,7,4,7,8,8,5,6,5,7,5,5,5,6,9,3,4,3,4,3,8,1,6,4,8,7,7,5,2,5,5,8,7,8,10,7,5,5,6,9,7,5,7,5,8,9,5,4,6,5,7,8,6,6,3,7,8,9,5,8,12,6,6,8,6,8,4,72,1,8,9,10,2,8,3,8,5,8,8,3,11,3,1,10,3,7,3,0,6,3,1,3,7,5,5,8,8,9,5,6,7,0,9,4,7,9,3,6,6,10,9,9,5,10,8,7,10,10,11,8,9,7,5,10,4,10,6,7
SBV091,39,4,64,86,71,70,17,5,71,7,5,75,8,75,7,3,3,7,6,8,6,3,7,7,5,6,5,5,5,7,5,7,7,3,7,2,4,1,5,8,2,3,6,2,7,3,6,1,5,12,6,5,6,5,6,1,5,6,5,5,6,0,7,6,0,7,4,7,7,5,5,5,6,6,6,4,4,3,8,6,5,6,10,2,7,5,9,6,6,5,7,6,3,7,8,7,7,7,3,7,7,8,9,7,6,8,8,8,5,7,8,5,9,7,8,5,7,5,3,8,8,9,9,6,9,10,4,7,8,7,3,7,7,7,8,9,5,6,5,6,5,8,7,8,6,10,9,3,11,8,7,11,14,13,14,6,9,7,7,8,11,9,11,9,11,10,11,11,10,8,11,9,10,12,8,5,9,10,11,11,10,8,12,12,10,12,4,10,76,7,10,15,12,8,14,9,10,7,10,10,9,13,9,7,12,9,13,5,6,12,9,7,5,13,11,11,14,14,11,7,8,9,6,5,10,13,11,9,8,8,12,11,11,7,12,14,13,12,12,13,14,11,13,11,12,8,16,8,13
SBV092,36,5,61,83,68,67,14,4,68,4,2,72,5,72,4,4,4,4,7,7,5,4,6,6,4,5,4,4,4,6,4,6,4,6,6,5,3,6,4,5,5,6,5,5,6,6,5,6,4,9,5,4,5,6,5,6,4,5,4,4,5,7,6,1,7,0,5,6,6,4,4,4,1,5,5,9,7,4,7,5,8,5,9,7,6,4,8,5,5,8,6,5,6,6,7,6,6,6,6,6,6,7,8,6,1,7,7,7,4,6,7,4,8,6,7,8,6,4,6,7,7,8,8,5,8,9,9,6,7,6,8,6,6,6,7,10,4,5,4,5,4,9,2,7,5,9,8,8,6,3,6,6,9,8,9,11,8,6,6,7,10,8,6,8,6,9,10,6,5,7,6,8,9,7,7,4,8,9,10,6,9,13,7,7,9,7,9,5,73,2,9,10,11,3,9,4,9,6,9,9,4,12,4,2,11,4,8,4,1,7,4,2,4,8,6,6,9,9,10,6,7,8,1,10,5,8,10,4,7,7,11,10,10,6,11,9,8,11,11,12,9,10,8,6,11,5,11,7,8
SBV093,37,2,62,84,69,68,15,3,69,5,3,73,6,73,5,1,1,5,4,6,4,1,5,5,3,4,3,3,3,5,3,5,5,3,5,2,2,3,3,6,2,3,4,2,5,3,4,3,3,10,4,3,4,3,4,3,3,4,3,3,4,4,5,4,4,5,0,5,5,3,3,3,4,4,4,6,4,1,6,4,5,4,8,4,5,3,7,4,4,5,5,4,3,5,6,5,5,5,3,5,5,6,7,5,4,6,6,6,3,5,6,3,7,5,6,5,5,3,3,6,6,7,7,4,7,8,6,5,6,5,5,5,5,5,6,7,3,4,3,4,3,6,5,6,4,8,7,5,9,6,5,9,12,11,12,8,7,5,5,6,9,7,9,7,9,8,9,9,8,6,9,7,8,10,6,3,7,8,9,9,8,10,10,10,8,10,6,8,74,5,8,13,10,6,12,7,8,5,8,8,7,11,7,5,10,7,11,3,4,10,7,5,3,11,9,9,12,12,9,5,6,7,4,7,8,11,9,7,6,6,10,9,9,5,10,12,11,10,10,11,12,9,11,9,10,6,14,6,11
SBV094,38,5,63,85,70,69,16,2,70,6,4,74,7,74,6,4,4,6,7,5,3,4,4,4,2,3,2,2,2,4,2,4,6,6,4,5,3,6,2,7,5,6,3,5,4,6,3,6,2,11,3,2,3,6,3,6,2,3,2,2,3,7,4,5,7,6,5,0,4,2,2,2,5,3,3,9,7,4,5,3,8,3,7,7,4,2,6,3,3,8,4,3,6,4,5,4,4,4,6,4,4,5,6,4,5,5,5,5,2,4,5,2,6,4,5,8,4,2,6,5,5,6,6,3,6,7,9,4,5,4,8,4,4,4,5,10,2,3,2,3,2,9,6,5,3,7,6,8,10,7,4,10,13,12,13,11,6,4,4,5,8,6,10,6,10,7,8,10,9,5,10,6,7,11,5,2,6,7,8,10,7,13,11,11,7,11,9,9,75,6,7,14,9,7,13,8,7,4,7,7,8,10,8,6,9,8,12,2,5,11,8,6,2,12,10,10,13,13,8,4,5,6,5,10,9,12,8,8,5,5,9,8,8,4,9,13,12,9,9,10,13,8,12,10,9,7,15,5,12
SBV095,38,5,63,85,70,69,16,2,70,6,4,74,7,74,6,4,4,6,7,5,3,4,4,4,2,3,2,2,2,2,2,4,6,6,4,5,3,6,2,7,5,6,3,5,4,6,3,6,2,11,3,2,3,6,3,6,2,3,2,2,3,7,4,5,7,6,5,4,0,2,2,2,5,3,3,9,7,4,5,3,8,3,7,7,4,2,6,3,3,8,4,3,6,4,5,4,4,4,6,4,4,5,6,4,5,5,5,5,2,4,5,2,6,4,5,8,4,2,6,5,5,6,6,3,6,7,9,4,5,4,8,4,4,4,5,10,2,3,2,3,2,9,6,5,3,7,6,8,10,7,4,10,13,12,13,11,6,4,4,5,8,6,10,6,10,7,8,10,9,5,10,6,7,11,5,2,6,7,8,10,7,13,11,11,7,11,9,9,75,6,7,14,9,7,13,8,7,4,7,7,8,10,8,6,9,8,12,2,5,11,8,6,2,12,10,10,13,13,8,4,5,6,5,10,9,12,8,8,5,5,9,8,8,4,9,13,12,9,9,10,13,8,12,10,9,7,15,5,12
SBV096,36,3,61,83,68,67,14,0,68,4,2,72,5,72,4,2,2,4,5,3,1,2,2,2,0,1,0,0,0,2,0,2,4,4,2,3,1,4,0,5,3,4,1,3,2,4,1,4,0,9,1,0,1,4,1,4,0,1,0,0,1,5,2,3,5,4,3,2,2,0,0,0,3,1,1,7,5,2,3,1,6,1,5,5,2,0,4,1,1,6,2,1,4,2,3,2,2,2,4,2,2,3,4,2,3,3,3,3,0,2,3,0,4,2,3,6,2,0,4,3,3,4,4,1,4,5,7,2,3,2,6,2,2,2,3,8,0,1,0,1,0,7,4,3,1,5,4,6,8,5,2,8,11,10,11,9,4,2,2,3,6,4,8,4,8,5,6,8,7,3,8,4,5,9,3,0,4,5,6,8,5,11,9,9,5,9,7,7,73,4,5,12,7,5,11,6,5,2,5,5,6,8,6,4,7,6,10,0,3,9,6,4,0,10,8,8,11,11,6,2,3,4,3,8,7,10,6,6,3,3,7,6,6,2,7,11,10,7,7,8,11,6,10,8,7,5,13,3,10
SBV097,36,3,61,83,68,67,14,0,68,4,2,72,5,72,4,2,2,4,5,3,1,2,2,2,0,1,0,0,0,2,0,2,4,4,2,3,1,4,0,5,3,4,1,3,2,4,1,4,0,9,1,0,1,4,1,4,0,1,0,0,1,5,2,3,5,4,3,2,2,0,0,0,3,1,1,7,5,2,3,1,6,1,5,5,2,0,4,1,1,6,2,1,4,2,3,2,2,2,4,2,2,3,4,2,3,3,3,3,0,2,3,0,4,2,3,6,2,0,4,3,3,4,4,1,4,5,7,2,3,2,6,2,2,2,3,8,0,1,0,1,0,7,4,3,1,5,4,6,8,5,2,8,11,10,11,9,4,2,2,3,6,4,8,4,8,5,6,8,7,3,8,4,5,9,3,0,4,5,6,8,5,11,9,9,5,9,7,7,73,4,5,12,7,5,11,6,5,2,5,5,6,8,6,4,7,6,10,0,3,9,6,4,0,10,8,8,11,11,6,2,3,4,3,8,7,10,6,6,3,3,7,6,6,2,7,11,10,7,7,8,11,6,10,8,7,5,13,3,10
SBV098,36,3,61,83,68,67,14,0,68,4,2,72,5,72,4,2,2,4,5,3,1,2,2,2,0,1,0,0,0,2,0,2,4,4,2,3,1,4,0,5,3,4,1,3,2,4,1,4,0,9,1,0,1,4,1,4,0,1,0,0,1,5,2,3,5,4,3,2,2,0,0,0,3,1,1,7,5,2,3,1,6,1,5,5,2,0,4,1,1,6,2,1,4,2,3,2,2,2,4,2,2,3,4,2,3,3,3,3,0,2,3,0,4,2,3,6,2,0,4,3,3,4,4,1,4,5,7,2,3,2,6,2,2,2,3,8,0,1,0,1,0,7,4,3,1,5,4,6,8,5,2,8,11,10,11,9,4,2,2,3,6,4,8,4,8,5,6,8,7,3,8,4,5,9,3,0,4,5,6,8,5,11,9,9,5,9,7,7,73,4,5,12,7,5,11,6,5,2,5,5,6,8,6,4,7,6,10,0,3,9,6,4,0,10,8,8,11,11,6,2,3,4,3,8,7,10,6,6,3,3,7,6,6,2,7,11,10,7,7,8,11,6,10,8,7,5,13,3,10
