"","snp.dists.0.8.2","ST1","variable","ST2","value"
"3196","SGV042",654,"SGV045",654,19
"3197","SGV043",654,"SGV045",654,22
"3198","SGV044",654,"SGV045",654,20
"3199","SGV045",654,"SGV045",654,0
"3200","SGV046",654,"SGV045",654,20
"3201","SGV047",654,"SGV045",654,24
"3202","SGV048",654,"SGV045",654,20
"3203","SGV049",654,"SGV045",654,6
"3204","SGV050",654,"SGV045",654,18
"3205","SGV051",654,"SGV045",654,15
"3206","SGV052",654,"SGV045",654,17
"3207","SGV053",654,"SGV045",654,18
"3208","SGV054",654,"SGV045",654,16
"3209","SGV055",654,"SGV045",654,19
"3210","SGV056",654,"SGV045",654,19
"3211","SGV057",654,"SGV045",654,17
"3212","SGV058",654,"SGV045",654,17
"3213","SGV059",654,"SGV045",654,15
"3214","SGV060",654,"SGV045",654,12
"3215","SGV061",654,"SGV045",654,24
"3216","SGV062",654,"SGV045",654,17
"3217","SGV063",654,"SGV045",654,19
"3218","SGV064",654,"SGV045",654,14
"3219","SGV065",654,"SGV045",654,19
"3220","SGV066",654,"SGV045",654,20
"3221","SGV067",654,"SGV045",654,21
"3222","SGV068",654,"SGV045",654,25
"3223","SGV069",654,"SGV045",654,15
"3224","SGV070",654,"SGV045",654,18
"3225","SGV071",654,"SGV045",654,11
"3226","SGV072",654,"SGV045",654,5
"3227","SGV073",654,"SGV045",654,18
"3228","SGV075",654,"SGV045",654,16
"3229","SGV077",654,"SGV045",654,17
"3230","SGV078",654,"SGV045",654,16
"3231","SGV079",654,"SGV045",654,17
"3232","SGV080",654,"SGV045",654,19
"3237","SGV004",654,"SGV046",654,104
"3253","SGV021",654,"SGV046",654,14
"3254","SGV022",654,"SGV046",654,12
"3255","SGV023",654,"SGV046",654,16
"3256","SGV025",654,"SGV046",654,14
"3257","SGV026",654,"SGV046",654,14
"3259","SGV028",654,"SGV046",654,16
"3260","SGV029",654,"SGV046",654,15
"3261","SGV030",654,"SGV046",654,19
"3262","SGV031",654,"SGV046",654,16
"3263","SGV032",654,"SGV046",654,18
"3264","SGV033",654,"SGV046",654,18
"3265","SGV034",654,"SGV046",654,19
"3266","SGV035",654,"SGV046",654,14
"3267","SGV036",654,"SGV046",654,14
"3268","SGV037",654,"SGV046",654,17
"3269","SGV038",654,"SGV046",654,19
"3270","SGV039",654,"SGV046",654,13
"3271","SGV040",654,"SGV046",654,21
"3272","SGV041",654,"SGV046",654,17
"3273","SGV042",654,"SGV046",654,17
"3274","SGV043",654,"SGV046",654,20
"3275","SGV044",654,"SGV046",654,18
"3276","SGV045",654,"SGV046",654,20
"3277","SGV046",654,"SGV046",654,0
"3278","SGV047",654,"SGV046",654,22
"3279","SGV048",654,"SGV046",654,0
"3280","SGV049",654,"SGV046",654,18
"3281","SGV050",654,"SGV046",654,12
"3282","SGV051",654,"SGV046",654,21
"3283","SGV052",654,"SGV046",654,11
"3284","SGV053",654,"SGV046",654,12
"3285","SGV054",654,"SGV046",654,14
"3286","SGV055",654,"SGV046",654,13
"3287","SGV056",654,"SGV046",654,13
"3288","SGV057",654,"SGV046",654,11
"3289","SGV058",654,"SGV046",654,11
"3290","SGV059",654,"SGV046",654,9
"3291","SGV060",654,"SGV046",654,24
"3292","SGV061",654,"SGV046",654,22
"3293","SGV062",654,"SGV046",654,11
"3294","SGV063",654,"SGV046",654,17
"3295","SGV064",654,"SGV046",654,20
"3296","SGV065",654,"SGV046",654,17
"3297","SGV066",654,"SGV046",654,18
"3298","SGV067",654,"SGV046",654,3
"3299","SGV068",654,"SGV046",654,23
"3300","SGV069",654,"SGV046",654,21
"3301","SGV070",654,"SGV046",654,12
"3302","SGV071",654,"SGV046",654,9
"3303","SGV072",654,"SGV046",654,17
"3304","SGV073",654,"SGV046",654,12
"3305","SGV075",654,"SGV046",654,10
"3306","SGV077",654,"SGV046",654,9
"3307","SGV078",654,"SGV046",654,10
"3308","SGV079",654,"SGV046",654,23
"3309","SGV080",654,"SGV046",654,13
"3314","SGV004",654,"SGV047",654,108
"3330","SGV021",654,"SGV047",654,8
"3331","SGV022",654,"SGV047",654,20
"3332","SGV023",654,"SGV047",654,20
"3333","SGV025",654,"SGV047",654,8
"3334","SGV026",654,"SGV047",654,10
"3336","SGV028",654,"SGV047",654,20
"3337","SGV029",654,"SGV047",654,9
"3338","SGV030",654,"SGV047",654,13
"3339","SGV031",654,"SGV047",654,20
"3340","SGV032",654,"SGV047",654,22
"3341","SGV033",654,"SGV047",654,12
"3342","SGV034",654,"SGV047",654,23
"3343","SGV035",654,"SGV047",654,8
"3344","SGV036",654,"SGV047",654,10
"3345","SGV037",654,"SGV047",654,7
"3346","SGV038",654,"SGV047",654,23
"3347","SGV039",654,"SGV047",654,9
"3348","SGV040",654,"SGV047",654,23
"3349","SGV041",654,"SGV047",654,11
"3350","SGV042",654,"SGV047",654,21
"3351","SGV043",654,"SGV047",654,14
"3352","SGV044",654,"SGV047",654,12
"3353","SGV045",654,"SGV047",654,24
"3354","SGV046",654,"SGV047",654,22
"3355","SGV047",654,"SGV047",654,0
"3356","SGV048",654,"SGV047",654,21
"3357","SGV049",654,"SGV047",654,22
"3358","SGV050",654,"SGV047",654,20
"3359","SGV051",654,"SGV047",654,25
"3360","SGV052",654,"SGV047",654,19
"3361","SGV053",654,"SGV047",654,20
"3362","SGV054",654,"SGV047",654,10
"3363","SGV055",654,"SGV047",654,20
"3364","SGV056",654,"SGV047",654,21
"3365","SGV057",654,"SGV047",654,19
"3366","SGV058",654,"SGV047",654,19
"3367","SGV059",654,"SGV047",654,17
"3368","SGV060",654,"SGV047",654,28
"3369","SGV061",654,"SGV047",654,26
"3370","SGV062",654,"SGV047",654,17
"3371","SGV063",654,"SGV047",654,11
"3372","SGV064",654,"SGV047",654,24
"3373","SGV065",654,"SGV047",654,21
"3374","SGV066",654,"SGV047",654,12
"3375","SGV067",654,"SGV047",654,23
"3376","SGV068",654,"SGV047",654,1
"3377","SGV069",654,"SGV047",654,25
"3378","SGV070",654,"SGV047",654,20
"3379","SGV071",654,"SGV047",654,13
"3380","SGV072",654,"SGV047",654,21
"3381","SGV073",654,"SGV047",654,20
"3382","SGV075",654,"SGV047",654,18
"3383","SGV077",654,"SGV047",654,19
"3384","SGV078",654,"SGV047",654,18
"3385","SGV079",654,"SGV047",654,27
"3386","SGV080",654,"SGV047",654,21
"3391","SGV004",654,"SGV048",654,104
"3407","SGV021",654,"SGV048",654,13
"3408","SGV022",654,"SGV048",654,12
"3409","SGV023",654,"SGV048",654,16
"3410","SGV025",654,"SGV048",654,13
"3411","SGV026",654,"SGV048",654,13
"3413","SGV028",654,"SGV048",654,16
"3414","SGV029",654,"SGV048",654,13
"3415","SGV030",654,"SGV048",654,18
"3416","SGV031",654,"SGV048",654,16
"3417","SGV032",654,"SGV048",654,18
"3418","SGV033",654,"SGV048",654,17
"3419","SGV034",654,"SGV048",654,19
"3420","SGV035",654,"SGV048",654,13
"3421","SGV036",654,"SGV048",654,13
"3422","SGV037",654,"SGV048",654,16
"3423","SGV038",654,"SGV048",654,19
"3424","SGV039",654,"SGV048",654,12
"3425","SGV040",654,"SGV048",654,20
"3426","SGV041",654,"SGV048",654,16
"3427","SGV042",654,"SGV048",654,17
"3428","SGV043",654,"SGV048",654,19
"3429","SGV044",654,"SGV048",654,17
"3430","SGV045",654,"SGV048",654,20
"3431","SGV046",654,"SGV048",654,0
"3432","SGV047",654,"SGV048",654,21
"3433","SGV048",654,"SGV048",654,0
"3434","SGV049",654,"SGV048",654,18
"3435","SGV050",654,"SGV048",654,12
"3436","SGV051",654,"SGV048",654,21
"3437","SGV052",654,"SGV048",654,11
"3438","SGV053",654,"SGV048",654,12
"3439","SGV054",654,"SGV048",654,13
"3440","SGV055",654,"SGV048",654,13
"3441","SGV056",654,"SGV048",654,13
"3442","SGV057",654,"SGV048",654,11
"3443","SGV058",654,"SGV048",654,11
"3444","SGV059",654,"SGV048",654,9
"3445","SGV060",654,"SGV048",654,24
"3446","SGV061",654,"SGV048",654,22
"3447","SGV062",654,"SGV048",654,10
"3448","SGV063",654,"SGV048",654,16
"3449","SGV064",654,"SGV048",654,20
"3450","SGV065",654,"SGV048",654,17
"3451","SGV066",654,"SGV048",654,17
"3452","SGV067",654,"SGV048",654,3
"3453","SGV068",654,"SGV048",654,22
"3454","SGV069",654,"SGV048",654,21
"3455","SGV070",654,"SGV048",654,12
"3456","SGV071",654,"SGV048",654,9
"3457","SGV072",654,"SGV048",654,17
"3458","SGV073",654,"SGV048",654,12
"3459","SGV075",654,"SGV048",654,10
"3460","SGV077",654,"SGV048",654,9
"3461","SGV078",654,"SGV048",654,10
"3462","SGV079",654,"SGV048",654,23
"3463","SGV080",654,"SGV048",654,13
"3468","SGV004",654,"SGV049",654,102
"3484","SGV021",654,"SGV049",654,14
"3485","SGV022",654,"SGV049",654,16
"3486","SGV023",654,"SGV049",654,8
"3487","SGV025",654,"SGV049",654,14
"3488","SGV026",654,"SGV049",654,14
"3490","SGV028",654,"SGV049",654,2
"3491","SGV029",654,"SGV049",654,15
"3492","SGV030",654,"SGV049",654,19
"3493","SGV031",654,"SGV049",654,8
"3494","SGV032",654,"SGV049",654,10
"3495","SGV033",654,"SGV049",654,18
"3496","SGV034",654,"SGV049",654,5
"3497","SGV035",654,"SGV049",654,14
"3498","SGV036",654,"SGV049",654,14
"3499","SGV037",654,"SGV049",654,17
"3500","SGV038",654,"SGV049",654,11
"3501","SGV039",654,"SGV049",654,13
"3502","SGV040",654,"SGV049",654,13
"3503","SGV041",654,"SGV049",654,17
"3504","SGV042",654,"SGV049",654,17
"3505","SGV043",654,"SGV049",654,20
"3506","SGV044",654,"SGV049",654,18
"3507","SGV045",654,"SGV049",654,6
"3508","SGV046",654,"SGV049",654,18
"3509","SGV047",654,"SGV049",654,22
"3510","SGV048",654,"SGV049",654,18
"3511","SGV049",654,"SGV049",654,0
"3512","SGV050",654,"SGV049",654,16
"3513","SGV051",654,"SGV049",654,13
"3514","SGV052",654,"SGV049",654,15
"3515","SGV053",654,"SGV049",654,16
"3516","SGV054",654,"SGV049",654,14
"3517","SGV055",654,"SGV049",654,17
"3518","SGV056",654,"SGV049",654,17
"3519","SGV057",654,"SGV049",654,15
"3520","SGV058",654,"SGV049",654,15
"3521","SGV059",654,"SGV049",654,13
"3522","SGV060",654,"SGV049",654,10
"3523","SGV061",654,"SGV049",654,22
"3524","SGV062",654,"SGV049",654,15
"3525","SGV063",654,"SGV049",654,17
"3526","SGV064",654,"SGV049",654,12
"3527","SGV065",654,"SGV049",654,17
"3528","SGV066",654,"SGV049",654,18
"3529","SGV067",654,"SGV049",654,19
"3530","SGV068",654,"SGV049",654,23
"3531","SGV069",654,"SGV049",654,13
"3532","SGV070",654,"SGV049",654,16
"3533","SGV071",654,"SGV049",654,9
"3534","SGV072",654,"SGV049",654,3
"3535","SGV073",654,"SGV049",654,16
"3536","SGV075",654,"SGV049",654,14
"3537","SGV077",654,"SGV049",654,15
"3538","SGV078",654,"SGV049",654,14
"3539","SGV079",654,"SGV049",654,15
"3540","SGV080",654,"SGV049",654,17
"3545","SGV004",654,"SGV050",654,102
"3561","SGV021",654,"SGV050",654,12
"3562","SGV022",654,"SGV050",654,10
"3563","SGV023",654,"SGV050",654,14
"3564","SGV025",654,"SGV050",654,12
"3565","SGV026",654,"SGV050",654,12
"3567","SGV028",654,"SGV050",654,14
"3568","SGV029",654,"SGV050",654,12
"3569","SGV030",654,"SGV050",654,17
"3570","SGV031",654,"SGV050",654,14
"3571","SGV032",654,"SGV050",654,16
"3572","SGV033",654,"SGV050",654,16
"3573","SGV034",654,"SGV050",654,17
"3574","SGV035",654,"SGV050",654,12
"3575","SGV036",654,"SGV050",654,12
"3576","SGV037",654,"SGV050",654,15
"3577","SGV038",654,"SGV050",654,17
"3578","SGV039",654,"SGV050",654,11
"3579","SGV040",654,"SGV050",654,19
"3580","SGV041",654,"SGV050",654,15
"3581","SGV042",654,"SGV050",654,15
"3582","SGV043",654,"SGV050",654,18
"3583","SGV044",654,"SGV050",654,16
"3584","SGV045",654,"SGV050",654,18
"3585","SGV046",654,"SGV050",654,12
"3586","SGV047",654,"SGV050",654,20
"3587","SGV048",654,"SGV050",654,12
"3588","SGV049",654,"SGV050",654,16
"3589","SGV050",654,"SGV050",654,0
"3590","SGV051",654,"SGV050",654,19
"3591","SGV052",654,"SGV050",654,9
"3592","SGV053",654,"SGV050",654,10
"3593","SGV054",654,"SGV050",654,12
"3594","SGV055",654,"SGV050",654,11
"3595","SGV056",654,"SGV050",654,11
"3596","SGV057",654,"SGV050",654,9
"3597","SGV058",654,"SGV050",654,9
"3598","SGV059",654,"SGV050",654,7
"3599","SGV060",654,"SGV050",654,22
"3600","SGV061",654,"SGV050",654,20
"3601","SGV062",654,"SGV050",654,9
"3602","SGV063",654,"SGV050",654,15
"3603","SGV064",654,"SGV050",654,18
"3604","SGV065",654,"SGV050",654,15
"3605","SGV066",654,"SGV050",654,16
"3606","SGV067",654,"SGV050",654,13
"3607","SGV068",654,"SGV050",654,21
"3608","SGV069",654,"SGV050",654,19
"3609","SGV070",654,"SGV050",654,10
"3610","SGV071",654,"SGV050",654,7
"3611","SGV072",654,"SGV050",654,15
"3612","SGV073",654,"SGV050",654,10
"3613","SGV075",654,"SGV050",654,8
"3614","SGV077",654,"SGV050",654,9
"3615","SGV078",654,"SGV050",654,8
"3616","SGV079",654,"SGV050",654,21
"3617","SGV080",654,"SGV050",654,11
"3622","SGV004",654,"SGV051",654,104
"3638","SGV021",654,"SGV051",654,17
"3639","SGV022",654,"SGV051",654,19
"3640","SGV023",654,"SGV051",654,9
"3641","SGV025",654,"SGV051",654,17
"3642","SGV026",654,"SGV051",654,17
"3644","SGV028",654,"SGV051",654,11
"3645","SGV029",654,"SGV051",654,18
"3646","SGV030",654,"SGV051",654,21
"3647","SGV031",654,"SGV051",654,7
"3648","SGV032",654,"SGV051",654,9
"3649","SGV033",654,"SGV051",654,21
"3650","SGV034",654,"SGV051",654,14
"3651","SGV035",654,"SGV051",654,17
"3652","SGV036",654,"SGV051",654,17
"3653","SGV037",654,"SGV051",654,20
"3654","SGV038",654,"SGV051",654,12
"3655","SGV039",654,"SGV051",654,16
"3656","SGV040",654,"SGV051",654,10
"3657","SGV041",654,"SGV051",654,20
"3658","SGV042",654,"SGV051",654,20
"3659","SGV043",654,"SGV051",654,23
"3660","SGV044",654,"SGV051",654,21
"3661","SGV045",654,"SGV051",654,15
"3662","SGV046",654,"SGV051",654,21
"3663","SGV047",654,"SGV051",654,25
"3664","SGV048",654,"SGV051",654,21
"3665","SGV049",654,"SGV051",654,13
"3666","SGV050",654,"SGV051",654,19
"3667","SGV051",654,"SGV051",654,0
"3668","SGV052",654,"SGV051",654,18
"3669","SGV053",654,"SGV051",654,19
"3670","SGV054",654,"SGV051",654,17
"3671","SGV055",654,"SGV051",654,20
"3672","SGV056",654,"SGV051",654,20
"3673","SGV057",654,"SGV051",654,18
"3674","SGV058",654,"SGV051",654,18
"3675","SGV059",654,"SGV051",654,16
"3676","SGV060",654,"SGV051",654,19
"3677","SGV061",654,"SGV051",654,25
"3678","SGV062",654,"SGV051",654,18
"3679","SGV063",654,"SGV051",654,20
"3680","SGV064",654,"SGV051",654,9
"3681","SGV065",654,"SGV051",654,20
"3682","SGV066",654,"SGV051",654,21
"3683","SGV067",654,"SGV051",654,22
"3684","SGV068",654,"SGV051",654,26
"3685","SGV069",654,"SGV051",654,12
"3686","SGV070",654,"SGV051",654,19
"3687","SGV071",654,"SGV051",654,12
"3688","SGV072",654,"SGV051",654,12
"3689","SGV073",654,"SGV051",654,19
"3690","SGV075",654,"SGV051",654,17
"3691","SGV077",654,"SGV051",654,18
"3692","SGV078",654,"SGV051",654,17
"3693","SGV079",654,"SGV051",654,8
"3694","SGV080",654,"SGV051",654,20
"3699","SGV004",654,"SGV052",654,101
"3715","SGV021",654,"SGV052",654,11
"3716","SGV022",654,"SGV052",654,9
"3717","SGV023",654,"SGV052",654,13
"3718","SGV025",654,"SGV052",654,11
"3719","SGV026",654,"SGV052",654,11
"3721","SGV028",654,"SGV052",654,13
"3722","SGV029",654,"SGV052",654,12
"3723","SGV030",654,"SGV052",654,16
"3724","SGV031",654,"SGV052",654,13
"3725","SGV032",654,"SGV052",654,15
"3726","SGV033",654,"SGV052",654,15
"3727","SGV034",654,"SGV052",654,16
"3728","SGV035",654,"SGV052",654,11
"3729","SGV036",654,"SGV052",654,11
"3730","SGV037",654,"SGV052",654,14
"3731","SGV038",654,"SGV052",654,16
"3732","SGV039",654,"SGV052",654,10
"3733","SGV040",654,"SGV052",654,18
"3734","SGV041",654,"SGV052",654,14
"3735","SGV042",654,"SGV052",654,14
"3736","SGV043",654,"SGV052",654,17
"3737","SGV044",654,"SGV052",654,15
"3738","SGV045",654,"SGV052",654,17
"3739","SGV046",654,"SGV052",654,11
"3740","SGV047",654,"SGV052",654,19
"3741","SGV048",654,"SGV052",654,11
"3742","SGV049",654,"SGV052",654,15
"3743","SGV050",654,"SGV052",654,9
"3744","SGV051",654,"SGV052",654,18
"3745","SGV052",654,"SGV052",654,0
"3746","SGV053",654,"SGV052",654,1
"3747","SGV054",654,"SGV052",654,11
"3748","SGV055",654,"SGV052",654,2
"3749","SGV056",654,"SGV052",654,10
"3750","SGV057",654,"SGV052",654,8
"3751","SGV058",654,"SGV052",654,0
"3752","SGV059",654,"SGV052",654,6
"3753","SGV060",654,"SGV052",654,21
"3754","SGV061",654,"SGV052",654,19
"3755","SGV062",654,"SGV052",654,4
"3756","SGV063",654,"SGV052",654,14
"3757","SGV064",654,"SGV052",654,17
"3758","SGV065",654,"SGV052",654,14
"3759","SGV066",654,"SGV052",654,15
"3760","SGV067",654,"SGV052",654,12
"3761","SGV068",654,"SGV052",654,20
"3762","SGV069",654,"SGV052",654,18
"3763","SGV070",654,"SGV052",654,9
"3764","SGV071",654,"SGV052",654,6
"3765","SGV072",654,"SGV052",654,14
"3766","SGV073",654,"SGV052",654,9
"3767","SGV075",654,"SGV052",654,7
"3768","SGV077",654,"SGV052",654,8
"3769","SGV078",654,"SGV052",654,7
"3770","SGV079",654,"SGV052",654,20
"3771","SGV080",654,"SGV052",654,10
"3776","SGV004",654,"SGV053",654,102
"3792","SGV021",654,"SGV053",654,12
"3793","SGV022",654,"SGV053",654,10
"3794","SGV023",654,"SGV053",654,14
"3795","SGV025",654,"SGV053",654,12
"3796","SGV026",654,"SGV053",654,12
"3798","SGV028",654,"SGV053",654,14
"3799","SGV029",654,"SGV053",654,12
"3800","SGV030",654,"SGV053",654,17
"3801","SGV031",654,"SGV053",654,14
"3802","SGV032",654,"SGV053",654,16
"3803","SGV033",654,"SGV053",654,16
"3804","SGV034",654,"SGV053",654,17
"3805","SGV035",654,"SGV053",654,12
"3806","SGV036",654,"SGV053",654,12
"3807","SGV037",654,"SGV053",654,15
"3808","SGV038",654,"SGV053",654,17
"3809","SGV039",654,"SGV053",654,11
"3810","SGV040",654,"SGV053",654,19
"3811","SGV041",654,"SGV053",654,15
"3812","SGV042",654,"SGV053",654,15
"3813","SGV043",654,"SGV053",654,18
"3814","SGV044",654,"SGV053",654,16
"3815","SGV045",654,"SGV053",654,18
"3816","SGV046",654,"SGV053",654,12
"3817","SGV047",654,"SGV053",654,20
"3818","SGV048",654,"SGV053",654,12
"3819","SGV049",654,"SGV053",654,16
"3820","SGV050",654,"SGV053",654,10
"3821","SGV051",654,"SGV053",654,19
"3822","SGV052",654,"SGV053",654,1
"3823","SGV053",654,"SGV053",654,0
"3824","SGV054",654,"SGV053",654,12
"3825","SGV055",654,"SGV053",654,3
"3826","SGV056",654,"SGV053",654,11
"3827","SGV057",654,"SGV053",654,9
"3828","SGV058",654,"SGV053",654,1
"3829","SGV059",654,"SGV053",654,7
"3830","SGV060",654,"SGV053",654,22
"3831","SGV061",654,"SGV053",654,20
"3832","SGV062",654,"SGV053",654,5
"3833","SGV063",654,"SGV053",654,15
"3834","SGV064",654,"SGV053",654,18
"3835","SGV065",654,"SGV053",654,15
"3836","SGV066",654,"SGV053",654,16
"3837","SGV067",654,"SGV053",654,13
"3838","SGV068",654,"SGV053",654,21
"3839","SGV069",654,"SGV053",654,19
"3840","SGV070",654,"SGV053",654,10
"3841","SGV071",654,"SGV053",654,7
"3842","SGV072",654,"SGV053",654,15
"3843","SGV073",654,"SGV053",654,10
"3844","SGV075",654,"SGV053",654,8
"3845","SGV077",654,"SGV053",654,9
"3846","SGV078",654,"SGV053",654,8
"3847","SGV079",654,"SGV053",654,21
"3848","SGV080",654,"SGV053",654,11
"3853","SGV004",654,"SGV054",654,100
"3869","SGV021",654,"SGV054",654,2
"3870","SGV022",654,"SGV054",654,12
"3871","SGV023",654,"SGV054",654,12
"3872","SGV025",654,"SGV054",654,2
"3873","SGV026",654,"SGV054",654,2
"3875","SGV028",654,"SGV054",654,12
"3876","SGV029",654,"SGV054",654,3
"3877","SGV030",654,"SGV054",654,7
"3878","SGV031",654,"SGV054",654,12
"3879","SGV032",654,"SGV054",654,14
"3880","SGV033",654,"SGV054",654,6
"3881","SGV034",654,"SGV054",654,15
"3882","SGV035",654,"SGV054",654,2
"3883","SGV036",654,"SGV054",654,2
"3884","SGV037",654,"SGV054",654,5
"3885","SGV038",654,"SGV054",654,15
"3886","SGV039",654,"SGV054",654,1
"3887","SGV040",654,"SGV054",654,15
"3888","SGV041",654,"SGV054",654,5
"3889","SGV042",654,"SGV054",654,13
"3890","SGV043",654,"SGV054",654,8
"3891","SGV044",654,"SGV054",654,6
"3892","SGV045",654,"SGV054",654,16
"3893","SGV046",654,"SGV054",654,14
"3894","SGV047",654,"SGV054",654,10
"3895","SGV048",654,"SGV054",654,13
"3896","SGV049",654,"SGV054",654,14
"3897","SGV050",654,"SGV054",654,12
"3898","SGV051",654,"SGV054",654,17
"3899","SGV052",654,"SGV054",654,11
"3900","SGV053",654,"SGV054",654,12
"3901","SGV054",654,"SGV054",654,0
"3902","SGV055",654,"SGV054",654,12
"3903","SGV056",654,"SGV054",654,13
"3904","SGV057",654,"SGV054",654,11
"3905","SGV058",654,"SGV054",654,11
"3906","SGV059",654,"SGV054",654,9
"3907","SGV060",654,"SGV054",654,20
"3908","SGV061",654,"SGV054",654,18
"3909","SGV062",654,"SGV054",654,9
"3910","SGV063",654,"SGV054",654,5
"3911","SGV064",654,"SGV054",654,16
"3912","SGV065",654,"SGV054",654,13
"3913","SGV066",654,"SGV054",654,6
"3914","SGV067",654,"SGV054",654,15
"3915","SGV068",654,"SGV054",654,11
"3916","SGV069",654,"SGV054",654,17
"3917","SGV070",654,"SGV054",654,12
"3918","SGV071",654,"SGV054",654,5
"3919","SGV072",654,"SGV054",654,13
"3920","SGV073",654,"SGV054",654,12
"3921","SGV075",654,"SGV054",654,10
"3922","SGV077",654,"SGV054",654,11
"3923","SGV078",654,"SGV054",654,10
"3924","SGV079",654,"SGV054",654,19
"3925","SGV080",654,"SGV054",654,13
"3930","SGV004",654,"SGV055",654,102
"3946","SGV021",654,"SGV055",654,12
"3947","SGV022",654,"SGV055",654,11
"3948","SGV023",654,"SGV055",654,15
"3949","SGV025",654,"SGV055",654,12
"3950","SGV026",654,"SGV055",654,12
"3952","SGV028",654,"SGV055",654,15
"3953","SGV029",654,"SGV055",654,13
"3954","SGV030",654,"SGV055",654,17
"3955","SGV031",654,"SGV055",654,15
"3956","SGV032",654,"SGV055",654,17
"3957","SGV033",654,"SGV055",654,16
"3958","SGV034",654,"SGV055",654,18
"3959","SGV035",654,"SGV055",654,12
"3960","SGV036",654,"SGV055",654,12
"3961","SGV037",654,"SGV055",654,15
"3962","SGV038",654,"SGV055",654,18
"3963","SGV039",654,"SGV055",654,11
"3964","SGV040",654,"SGV055",654,19
"3965","SGV041",654,"SGV055",654,15
"3966","SGV042",654,"SGV055",654,16
"3967","SGV043",654,"SGV055",654,18
"3968","SGV044",654,"SGV055",654,16
"3969","SGV045",654,"SGV055",654,19
"3970","SGV046",654,"SGV055",654,13
"3971","SGV047",654,"SGV055",654,20
"3972","SGV048",654,"SGV055",654,13
"3973","SGV049",654,"SGV055",654,17
"3974","SGV050",654,"SGV055",654,11
"3975","SGV051",654,"SGV055",654,20
"3976","SGV052",654,"SGV055",654,2
"3977","SGV053",654,"SGV055",654,3
"3978","SGV054",654,"SGV055",654,12
"3979","SGV055",654,"SGV055",654,0
"3980","SGV056",654,"SGV055",654,12
"3981","SGV057",654,"SGV055",654,10
"3982","SGV058",654,"SGV055",654,2
"3983","SGV059",654,"SGV055",654,8
"3984","SGV060",654,"SGV055",654,23
"3985","SGV061",654,"SGV055",654,21
"3986","SGV062",654,"SGV055",654,5
"3987","SGV063",654,"SGV055",654,15
"3988","SGV064",654,"SGV055",654,19
"3989","SGV065",654,"SGV055",654,16
"3990","SGV066",654,"SGV055",654,16
"3991","SGV067",654,"SGV055",654,14
"3992","SGV068",654,"SGV055",654,21
"3993","SGV069",654,"SGV055",654,20
"3994","SGV070",654,"SGV055",654,11
"3995","SGV071",654,"SGV055",654,8
"3996","SGV072",654,"SGV055",654,16
"3997","SGV073",654,"SGV055",654,11
"3998","SGV075",654,"SGV055",654,9
"3999","SGV077",654,"SGV055",654,10
"4000","SGV078",654,"SGV055",654,9
"4001","SGV079",654,"SGV055",654,22
"4002","SGV080",654,"SGV055",654,12
"4007","SGV004",654,"SGV056",654,103
"4023","SGV021",654,"SGV056",654,13
"4024","SGV022",654,"SGV056",654,11
"4025","SGV023",654,"SGV056",654,15
"4026","SGV025",654,"SGV056",654,13
"4027","SGV026",654,"SGV056",654,13
"4029","SGV028",654,"SGV056",654,15
"4030","SGV029",654,"SGV056",654,13
"4031","SGV030",654,"SGV056",654,18
"4032","SGV031",654,"SGV056",654,15
"4033","SGV032",654,"SGV056",654,17
"4034","SGV033",654,"SGV056",654,17
"4035","SGV034",654,"SGV056",654,18
"4036","SGV035",654,"SGV056",654,13
"4037","SGV036",654,"SGV056",654,13
"4038","SGV037",654,"SGV056",654,16
"4039","SGV038",654,"SGV056",654,18
"4040","SGV039",654,"SGV056",654,12
"4041","SGV040",654,"SGV056",654,20
"4042","SGV041",654,"SGV056",654,16
"4043","SGV042",654,"SGV056",654,16
"4044","SGV043",654,"SGV056",654,19
"4045","SGV044",654,"SGV056",654,17
"4046","SGV045",654,"SGV056",654,19
"4047","SGV046",654,"SGV056",654,13
"4048","SGV047",654,"SGV056",654,21
"4049","SGV048",654,"SGV056",654,13
"4050","SGV049",654,"SGV056",654,17
"4051","SGV050",654,"SGV056",654,11
"4052","SGV051",654,"SGV056",654,20
"4053","SGV052",654,"SGV056",654,10
"4054","SGV053",654,"SGV056",654,11
"4055","SGV054",654,"SGV056",654,13
"4056","SGV055",654,"SGV056",654,12
"4057","SGV056",654,"SGV056",654,0
"4058","SGV057",654,"SGV056",654,10
"4059","SGV058",654,"SGV056",654,10
"4060","SGV059",654,"SGV056",654,8
"4061","SGV060",654,"SGV056",654,23
"4062","SGV061",654,"SGV056",654,21
"4063","SGV062",654,"SGV056",654,10
"4064","SGV063",654,"SGV056",654,16
"4065","SGV064",654,"SGV056",654,19
"4066","SGV065",654,"SGV056",654,16
"4067","SGV066",654,"SGV056",654,17
"4068","SGV067",654,"SGV056",654,14
"4069","SGV068",654,"SGV056",654,22
"4070","SGV069",654,"SGV056",654,20
"4071","SGV070",654,"SGV056",654,11
"4072","SGV071",654,"SGV056",654,8
"4073","SGV072",654,"SGV056",654,16
"4074","SGV073",654,"SGV056",654,5
"4075","SGV075",654,"SGV056",654,9
"4076","SGV077",654,"SGV056",654,10
"4077","SGV078",654,"SGV056",654,9
"4078","SGV079",654,"SGV056",654,22
"4079","SGV080",654,"SGV056",654,10
"4084","SGV004",654,"SGV057",654,101
