snp.dists.0.8.2,ST1,variable,ST2,value
SGV058,654,SGV025,654,11
SGV059,654,SGV025,654,9
SGV060,654,SGV025,654,20
SGV061,654,SGV025,654,18
SGV062,654,SGV025,654,9
SGV063,654,SGV025,654,3
SGV064,654,SGV025,654,16
SGV065,654,SGV025,654,13
SGV066,654,SGV025,654,4
SGV067,654,SGV025,654,15
SGV068,654,SGV025,654,9
SGV069,654,SGV025,654,17
SGV070,654,SGV025,654,12
SGV071,654,SGV025,654,5
SGV072,654,SGV025,654,13
SGV073,654,SGV025,654,12
SGV075,654,SGV025,654,10
SGV077,654,SGV025,654,11
SGV078,654,SGV025,654,10
SGV079,654,SGV025,654,19
SGV080,654,SGV025,654,13
SGV081,0,SGV025,654,6
SGV082,0,SGV025,654,4
SGV002,516,SGV026,654,28409
SGV003,516,SGV026,654,28406
SGV004,654,SGV026,654,100
SGV005,516,SGV026,654,28285
SGV006,516,SGV026,654,29048
SGV007,516,SGV026,654,26306
SGV008,516,SGV026,654,28403
SGV009,516,SGV026,654,28007
SGV010,516,SGV026,654,28402
SGV011,516,SGV026,654,28301
SGV012,516,SGV026,654,26390
SGV013,516,SGV026,654,28378
SGV014,516,SGV026,654,26390
SGV016,516,SGV026,654,28079
SGV017,516,SGV026,654,28452
SGV018,2227,SGV026,654,290
SGV019,516,SGV026,654,28384
SGV020,516,SGV026,654,26173
SGV021,654,SGV026,654,2
SGV022,654,SGV026,654,12
SGV023,654,SGV026,654,12
SGV025,654,SGV026,654,2
SGV026,654,SGV026,654,0
SGV027,0,SGV026,654,12
SGV028,654,SGV026,654,12
SGV029,654,SGV026,654,3
SGV030,654,SGV026,654,7
SGV031,654,SGV026,654,12
SGV032,654,SGV026,654,14
SGV033,654,SGV026,654,6
SGV034,654,SGV026,654,15
SGV035,654,SGV026,654,2
SGV036,654,SGV026,654,2
SGV037,654,SGV026,654,5
SGV038,654,SGV026,654,15
SGV039,654,SGV026,654,1
SGV040,654,SGV026,654,15
SGV041,654,SGV026,654,5
SGV042,654,SGV026,654,13
SGV043,654,SGV026,654,8
SGV044,654,SGV026,654,6
SGV045,654,SGV026,654,16
SGV046,654,SGV026,654,14
SGV047,654,SGV026,654,10
SGV048,654,SGV026,654,13
SGV049,654,SGV026,654,14
SGV050,654,SGV026,654,12
SGV051,654,SGV026,654,17
SGV052,654,SGV026,654,11
SGV053,654,SGV026,654,12
SGV054,654,SGV026,654,2
SGV055,654,SGV026,654,12
SGV056,654,SGV026,654,13
SGV057,654,SGV026,654,11
SGV058,654,SGV026,654,11
SGV059,654,SGV026,654,9
SGV060,654,SGV026,654,20
SGV061,654,SGV026,654,18
SGV062,654,SGV026,654,9
SGV063,654,SGV026,654,5
SGV064,654,SGV026,654,16
SGV065,654,SGV026,654,13
SGV066,654,SGV026,654,6
SGV067,654,SGV026,654,15
SGV068,654,SGV026,654,11
SGV069,654,SGV026,654,17
SGV070,654,SGV026,654,12
SGV071,654,SGV026,654,5
SGV072,654,SGV026,654,13
SGV073,654,SGV026,654,12
SGV075,654,SGV026,654,10
SGV077,654,SGV026,654,11
SGV078,654,SGV026,654,10
SGV079,654,SGV026,654,19
SGV080,654,SGV026,654,13
SGV081,0,SGV026,654,6
SGV082,0,SGV026,654,6
SGV002,516,SGV027,0,27063
SGV003,516,SGV027,0,27062
SGV004,654,SGV027,0,95
SGV005,516,SGV027,0,26959
SGV006,516,SGV027,0,27707
SGV007,516,SGV027,0,25171
SGV008,516,SGV027,0,27064
SGV009,516,SGV027,0,26715
SGV010,516,SGV027,0,27060
SGV011,516,SGV027,0,27009
SGV012,516,SGV027,0,25257
SGV013,516,SGV027,0,27046
SGV014,516,SGV027,0,25255
SGV016,516,SGV027,0,26804
SGV017,516,SGV027,0,27111
SGV018,2227,SGV027,0,274
SGV019,516,SGV027,0,27039
SGV020,516,SGV027,0,25046
SGV021,654,SGV027,0,12
SGV022,654,SGV027,0,14
SGV023,654,SGV027,0,0
SGV025,654,SGV027,0,12
SGV026,654,SGV027,0,12
SGV027,0,SGV027,0,0
SGV028,654,SGV027,0,6
SGV029,654,SGV027,0,13
SGV030,654,SGV027,0,16
SGV031,654,SGV027,0,4
SGV032,654,SGV027,0,6
SGV033,654,SGV027,0,16
SGV034,654,SGV027,0,9
SGV035,654,SGV027,0,12
SGV036,654,SGV027,0,12
SGV037,654,SGV027,0,15
SGV038,654,SGV027,0,3
SGV039,654,SGV027,0,11
SGV040,654,SGV027,0,9
SGV041,654,SGV027,0,15
SGV042,654,SGV027,0,12
SGV043,654,SGV027,0,18
SGV044,654,SGV027,0,16
SGV045,654,SGV027,0,10
SGV046,654,SGV027,0,16
SGV047,654,SGV027,0,20
SGV048,654,SGV027,0,16
SGV049,654,SGV027,0,8
SGV050,654,SGV027,0,13
SGV051,654,SGV027,0,9
SGV052,654,SGV027,0,12
SGV053,654,SGV027,0,12
SGV054,654,SGV027,0,12
SGV055,654,SGV027,0,14
SGV056,654,SGV027,0,13
SGV057,654,SGV027,0,12
SGV058,654,SGV027,0,12
SGV059,654,SGV027,0,11
SGV060,654,SGV027,0,14
SGV061,654,SGV027,0,18
SGV062,654,SGV027,0,12
SGV063,654,SGV027,0,15
SGV064,654,SGV027,0,8
SGV065,654,SGV027,0,13
SGV066,654,SGV027,0,15
SGV067,654,SGV027,0,17
SGV068,654,SGV027,0,21
SGV069,654,SGV027,0,8
SGV070,654,SGV027,0,14
SGV071,654,SGV027,0,7
SGV072,654,SGV027,0,7
SGV073,654,SGV027,0,13
SGV075,654,SGV027,0,12
SGV077,654,SGV027,0,13
SGV078,654,SGV027,0,12
SGV079,654,SGV027,0,9
SGV080,654,SGV027,0,13
SGV081,0,SGV027,0,7
SGV082,0,SGV027,0,14
SGV002,516,SGV028,654,28410
SGV003,516,SGV028,654,28407
SGV004,654,SGV028,654,100
SGV005,516,SGV028,654,28286
SGV006,516,SGV028,654,29048
SGV007,516,SGV028,654,26307
SGV008,516,SGV028,654,28404
SGV009,516,SGV028,654,28008
SGV010,516,SGV028,654,28403
SGV011,516,SGV028,654,28302
SGV012,516,SGV028,654,26391
SGV013,516,SGV028,654,28379
SGV014,516,SGV028,654,26391
SGV016,516,SGV028,654,28081
SGV017,516,SGV028,654,28453
SGV018,2227,SGV028,654,290
SGV019,516,SGV028,654,28385
SGV020,516,SGV028,654,26175
SGV021,654,SGV028,654,12
SGV022,654,SGV028,654,14
SGV023,654,SGV028,654,6
SGV025,654,SGV028,654,12
SGV026,654,SGV028,654,12
SGV027,0,SGV028,654,6
SGV028,654,SGV028,654,0
SGV029,654,SGV028,654,13
SGV030,654,SGV028,654,17
SGV031,654,SGV028,654,6
SGV032,654,SGV028,654,8
SGV033,654,SGV028,654,16
SGV034,654,SGV028,654,3
SGV035,654,SGV028,654,12
SGV036,654,SGV028,654,12
SGV037,654,SGV028,654,15
SGV038,654,SGV028,654,9
SGV039,654,SGV028,654,11
SGV040,654,SGV028,654,11
SGV041,654,SGV028,654,15
SGV042,654,SGV028,654,15
SGV043,654,SGV028,654,18
SGV044,654,SGV028,654,16
SGV045,654,SGV028,654,4
SGV046,654,SGV028,654,16
SGV047,654,SGV028,654,20
SGV048,654,SGV028,654,16
SGV049,654,SGV028,654,2
SGV050,654,SGV028,654,14
SGV051,654,SGV028,654,11
SGV052,654,SGV028,654,13
SGV053,654,SGV028,654,14
SGV054,654,SGV028,654,12
SGV055,654,SGV028,654,15
SGV056,654,SGV028,654,15
SGV057,654,SGV028,654,13
SGV058,654,SGV028,654,13
SGV059,654,SGV028,654,11
SGV060,654,SGV028,654,8
SGV061,654,SGV028,654,20
SGV062,654,SGV028,654,13
SGV063,654,SGV028,654,15
SGV064,654,SGV028,654,10
SGV065,654,SGV028,654,15
SGV066,654,SGV028,654,16
SGV067,654,SGV028,654,17
SGV068,654,SGV028,654,21
SGV069,654,SGV028,654,11
SGV070,654,SGV028,654,14
SGV071,654,SGV028,654,7
SGV072,654,SGV028,654,1
SGV073,654,SGV028,654,14
SGV075,654,SGV028,654,12
SGV077,654,SGV028,654,13
SGV078,654,SGV028,654,12
SGV079,654,SGV028,654,13
SGV080,654,SGV028,654,15
SGV081,0,SGV028,654,7
SGV082,0,SGV028,654,15
SGV002,516,SGV029,654,27230
SGV003,516,SGV029,654,27228
SGV004,654,SGV029,654,94
SGV005,516,SGV029,654,27120
SGV006,516,SGV029,654,27877
SGV007,516,SGV029,654,25264
SGV008,516,SGV029,654,27225
SGV009,516,SGV029,654,26839
SGV010,516,SGV029,654,27220
SGV011,516,SGV029,654,27132
SGV012,516,SGV029,654,25350
SGV013,516,SGV029,654,27213
SGV014,516,SGV029,654,25344
SGV016,516,SGV029,654,26934
SGV017,516,SGV029,654,27260
SGV018,2227,SGV029,654,279
SGV019,516,SGV029,654,27207
SGV020,516,SGV029,654,25145
SGV021,654,SGV029,654,1
SGV022,654,SGV029,654,13
SGV023,654,SGV029,654,13
SGV025,654,SGV029,654,1
SGV026,654,SGV029,654,3
SGV027,0,SGV029,654,13
SGV028,654,SGV029,654,13
SGV029,654,SGV029,654,0
SGV030,654,SGV029,654,6
SGV031,654,SGV029,654,13
SGV032,654,SGV029,654,15
SGV033,654,SGV029,654,5
SGV034,654,SGV029,654,16
SGV035,654,SGV029,654,3
SGV036,654,SGV029,654,3
SGV037,654,SGV029,654,4
SGV038,654,SGV029,654,16
SGV039,654,SGV029,654,2
SGV040,654,SGV029,654,16
SGV041,654,SGV029,654,4
SGV042,654,SGV029,654,13
SGV043,654,SGV029,654,7
SGV044,654,SGV029,654,5
SGV045,654,SGV029,654,16
SGV046,654,SGV029,654,15
SGV047,654,SGV029,654,9
SGV048,654,SGV029,654,13
SGV049,654,SGV029,654,15
SGV050,654,SGV029,654,12
SGV051,654,SGV029,654,18
SGV052,654,SGV029,654,12
SGV053,654,SGV029,654,12
SGV054,654,SGV029,654,3
SGV055,654,SGV029,654,13
SGV056,654,SGV029,654,13
SGV057,654,SGV029,654,12
SGV058,654,SGV029,654,12
SGV059,654,SGV029,654,10
SGV060,654,SGV029,654,20
SGV061,654,SGV029,654,19
SGV062,654,SGV029,654,10
SGV063,654,SGV029,654,4
SGV064,654,SGV029,654,16
SGV065,654,SGV029,654,14
SGV066,654,SGV029,654,5
SGV067,654,SGV029,654,16
SGV068,654,SGV029,654,10
SGV069,654,SGV029,654,17
SGV070,654,SGV029,654,13
SGV071,654,SGV029,654,6
SGV072,654,SGV029,654,14
SGV073,654,SGV029,654,13
SGV075,654,SGV029,654,11
SGV077,654,SGV029,654,12
SGV078,654,SGV029,654,11
SGV079,654,SGV029,654,18
SGV080,654,SGV029,654,13
SGV081,0,SGV029,654,6
SGV082,0,SGV029,654,3
SGV002,516,SGV030,654,28286
SGV003,516,SGV030,654,28282
SGV004,654,SGV030,654,105
SGV005,516,SGV030,654,28163
SGV006,516,SGV030,654,28926
SGV007,516,SGV030,654,26185
SGV008,516,SGV030,654,28281
SGV009,516,SGV030,654,27885
SGV010,516,SGV030,654,28280
SGV011,516,SGV030,654,28178
SGV012,516,SGV030,654,26271
SGV013,516,SGV030,654,28254
SGV014,516,SGV030,654,26270
SGV016,516,SGV030,654,27957
SGV017,516,SGV030,654,28330
SGV018,2227,SGV030,654,294
SGV019,516,SGV030,654,28261
SGV020,516,SGV030,654,26053
SGV021,654,SGV030,654,5
SGV022,654,SGV030,654,17
SGV023,654,SGV030,654,16
SGV025,654,SGV030,654,5
SGV026,654,SGV030,654,7
SGV027,0,SGV030,654,16
SGV028,654,SGV030,654,17
SGV029,654,SGV030,654,6
SGV030,654,SGV030,654,0
SGV031,654,SGV030,654,16
SGV032,654,SGV030,654,18
SGV033,654,SGV030,654,9
SGV034,654,SGV030,654,20
SGV035,654,SGV030,654,7
SGV036,654,SGV030,654,7
SGV037,654,SGV030,654,8
SGV038,654,SGV030,654,19
SGV039,654,SGV030,654,6
SGV040,654,SGV030,654,19
SGV041,654,SGV030,654,6
SGV042,654,SGV030,654,18
SGV043,654,SGV030,654,11
SGV044,654,SGV030,654,7
SGV045,654,SGV030,654,21
SGV046,654,SGV030,654,19
SGV047,654,SGV030,654,13
SGV048,654,SGV030,654,18
SGV049,654,SGV030,654,19
SGV050,654,SGV030,654,17
SGV051,654,SGV030,654,21
SGV052,654,SGV030,654,16
SGV053,654,SGV030,654,17
SGV054,654,SGV030,654,7
SGV055,654,SGV030,654,17
SGV056,654,SGV030,654,18
SGV057,654,SGV030,654,16
SGV058,654,SGV030,654,16
SGV059,654,SGV030,654,14
SGV060,654,SGV030,654,25
SGV061,654,SGV030,654,23
SGV062,654,SGV030,654,14
SGV063,654,SGV030,654,8
SGV064,654,SGV030,654,20
SGV065,654,SGV030,654,18
SGV066,654,SGV030,654,9
SGV067,654,SGV030,654,20
SGV068,654,SGV030,654,14
SGV069,654,SGV030,654,21
SGV070,654,SGV030,654,17
SGV071,654,SGV030,654,10
SGV072,654,SGV030,654,18
SGV073,654,SGV030,654,17
SGV075,654,SGV030,654,15
SGV077,654,SGV030,654,16
SGV078,654,SGV030,654,15
SGV079,654,SGV030,654,23
SGV080,654,SGV030,654,18
SGV081,0,SGV030,654,10
SGV082,0,SGV030,654,8
SGV002,516,SGV031,654,28410
SGV003,516,SGV031,654,28407
SGV004,654,SGV031,654,100
SGV005,516,SGV031,654,28286
SGV006,516,SGV031,654,29047
SGV007,516,SGV031,654,26307
SGV008,516,SGV031,654,28404
SGV009,516,SGV031,654,28008
SGV010,516,SGV031,654,28403
SGV011,516,SGV031,654,28302
SGV012,516,SGV031,654,26391
SGV013,516,SGV031,654,28379
SGV014,516,SGV031,654,26390
SGV016,516,SGV031,654,28081
SGV017,516,SGV031,654,28453
SGV018,2227,SGV031,654,290
SGV019,516,SGV031,654,28385
SGV020,516,SGV031,654,26175
SGV021,654,SGV031,654,12
SGV022,654,SGV031,654,14
SGV023,654,SGV031,654,4
SGV025,654,SGV031,654,12
SGV026,654,SGV031,654,12
SGV027,0,SGV031,654,4
SGV028,654,SGV031,654,6
SGV029,654,SGV031,654,13
SGV030,654,SGV031,654,16
SGV031,654,SGV031,654,0
SGV032,654,SGV031,654,4
SGV033,654,SGV031,654,16
SGV034,654,SGV031,654,9
SGV035,654,SGV031,654,12
SGV036,654,SGV031,654,12
SGV037,654,SGV031,654,15
SGV038,654,SGV031,654,7
SGV039,654,SGV031,654,11
SGV040,654,SGV031,654,7
SGV041,654,SGV031,654,15
SGV042,654,SGV031,654,15
SGV043,654,SGV031,654,18
SGV044,654,SGV031,654,16
SGV045,654,SGV031,654,10
SGV046,654,SGV031,654,16
SGV047,654,SGV031,654,20
SGV048,654,SGV031,654,16
SGV049,654,SGV031,654,8
SGV050,654,SGV031,654,14
SGV051,654,SGV031,654,7
SGV052,654,SGV031,654,13
SGV053,654,SGV031,654,14
SGV054,654,SGV031,654,12
SGV055,654,SGV031,654,15
SGV056,654,SGV031,654,15
SGV057,654,SGV031,654,13
SGV058,654,SGV031,654,13
SGV059,654,SGV031,654,11
SGV060,654,SGV031,654,14
SGV061,654,SGV031,654,20
SGV062,654,SGV031,654,13
SGV063,654,SGV031,654,15
SGV064,654,SGV031,654,6
SGV065,654,SGV031,654,15
SGV066,654,SGV031,654,16
SGV067,654,SGV031,654,17
SGV068,654,SGV031,654,21
SGV069,654,SGV031,654,5
SGV070,654,SGV031,654,14
SGV071,654,SGV031,654,7
SGV072,654,SGV031,654,7
SGV073,654,SGV031,654,14
SGV075,654,SGV031,654,12
SGV077,654,SGV031,654,13
SGV078,654,SGV031,654,12
SGV079,654,SGV031,654,9
SGV080,654,SGV031,654,15
SGV081,0,SGV031,654,7
SGV082,0,SGV031,654,15
SGV002,516,SGV032,654,28412
SGV003,516,SGV032,654,28409
SGV004,654,SGV032,654,102
SGV005,516,SGV032,654,28288
SGV006,516,SGV032,654,29050
SGV007,516,SGV032,654,26309
SGV008,516,SGV032,654,28406
SGV009,516,SGV032,654,28010
SGV010,516,SGV032,654,28405
SGV011,516,SGV032,654,28304
SGV012,516,SGV032,654,26393
SGV013,516,SGV032,654,28381
SGV014,516,SGV032,654,26393
SGV016,516,SGV032,654,28083
SGV017,516,SGV032,654,28455
SGV018,2227,SGV032,654,292
SGV019,516,SGV032,654,28387
SGV020,516,SGV032,654,26177
SGV021,654,SGV032,654,14
SGV022,654,SGV032,654,16
SGV023,654,SGV032,654,6
SGV025,654,SGV032,654,14
SGV026,654,SGV032,654,14
SGV027,0,SGV032,654,6
SGV028,654,SGV032,654,8
SGV029,654,SGV032,654,15
SGV030,654,SGV032,654,18
SGV031,654,SGV032,654,4
SGV032,654,SGV032,654,0
SGV033,654,SGV032,654,18
SGV034,654,SGV032,654,11
SGV035,654,SGV032,654,14
SGV036,654,SGV032,654,14
SGV037,654,SGV032,654,17
SGV038,654,SGV032,654,9
SGV039,654,SGV032,654,13
SGV040,654,SGV032,654,9
SGV041,654,SGV032,654,17
SGV042,654,SGV032,654,17
SGV043,654,SGV032,654,20
SGV044,654,SGV032,654,18
SGV045,654,SGV032,654,12
SGV046,654,SGV032,654,18
SGV047,654,SGV032,654,22
SGV048,654,SGV032,654,18
SGV049,654,SGV032,654,10
SGV050,654,SGV032,654,16
SGV051,654,SGV032,654,9
SGV052,654,SGV032,654,15
SGV053,654,SGV032,654,16
SGV054,654,SGV032,654,14
SGV055,654,SGV032,654,17
SGV056,654,SGV032,654,17
SGV057,654,SGV032,654,15
SGV058,654,SGV032,654,15
SGV059,654,SGV032,654,13
SGV060,654,SGV032,654,16
SGV061,654,SGV032,654,22
SGV062,654,SGV032,654,15
SGV063,654,SGV032,654,17
SGV064,654,SGV032,654,8
SGV065,654,SGV032,654,17
SGV066,654,SGV032,654,18
SGV067,654,SGV032,654,19
SGV068,654,SGV032,654,23
SGV069,654,SGV032,654,9
SGV070,654,SGV032,654,16
SGV071,654,SGV032,654,9
SGV072,654,SGV032,654,9
SGV073,654,SGV032,654,16
SGV075,654,SGV032,654,14
SGV077,654,SGV032,654,15
SGV078,654,SGV032,654,14
SGV079,654,SGV032,654,11
SGV080,654,SGV032,654,17
SGV081,0,SGV032,654,9
SGV082,0,SGV032,654,17
SGV002,516,SGV033,654,28412
SGV003,516,SGV033,654,28409
SGV004,654,SGV033,654,104
SGV005,516,SGV033,654,28288
SGV006,516,SGV033,654,29051
SGV007,516,SGV033,654,26309
SGV008,516,SGV033,654,28406
SGV009,516,SGV033,654,28009
SGV010,516,SGV033,654,28405
SGV011,516,SGV033,654,28303
SGV012,516,SGV033,654,26393
SGV013,516,SGV033,654,28381
SGV014,516,SGV033,654,26393
SGV016,516,SGV033,654,28082
SGV017,516,SGV033,654,28455
SGV018,2227,SGV033,654,294
SGV019,516,SGV033,654,28387
SGV020,516,SGV033,654,26176
SGV021,654,SGV033,654,4
SGV022,654,SGV033,654,16
SGV023,654,SGV033,654,16
SGV025,654,SGV033,654,4
SGV026,654,SGV033,654,6
SGV027,0,SGV033,654,16
SGV028,654,SGV033,654,16
SGV029,654,SGV033,654,5
SGV030,654,SGV033,654,9
SGV031,654,SGV033,654,16
SGV032,654,SGV033,654,18
SGV033,654,SGV033,654,0
SGV034,654,SGV033,654,19
SGV035,654,SGV033,654,6
SGV036,654,SGV033,654,6
SGV037,654,SGV033,654,7
SGV038,654,SGV033,654,19
SGV039,654,SGV033,654,5
SGV040,654,SGV033,654,19
SGV041,654,SGV033,654,7
SGV042,654,SGV033,654,17
SGV043,654,SGV033,654,10
SGV044,654,SGV033,654,8
SGV045,654,SGV033,654,20
SGV046,654,SGV033,654,18
SGV047,654,SGV033,654,12
SGV048,654,SGV033,654,17
SGV049,654,SGV033,654,18
SGV050,654,SGV033,654,16
SGV051,654,SGV033,654,21
SGV052,654,SGV033,654,15
SGV053,654,SGV033,654,16
SGV054,654,SGV033,654,6
SGV055,654,SGV033,654,16
SGV056,654,SGV033,654,17
SGV057,654,SGV033,654,15
SGV058,654,SGV033,654,15
SGV059,654,SGV033,654,13
SGV060,654,SGV033,654,24
SGV061,654,SGV033,654,22
SGV062,654,SGV033,654,13
SGV063,654,SGV033,654,3
SGV064,654,SGV033,654,20
SGV065,654,SGV033,654,17
SGV066,654,SGV033,654,8
SGV067,654,SGV033,654,19
SGV068,654,SGV033,654,13
SGV069,654,SGV033,654,21
SGV070,654,SGV033,654,16
SGV071,654,SGV033,654,9
SGV072,654,SGV033,654,17
SGV073,654,SGV033,654,16
SGV075,654,SGV033,654,14
SGV077,654,SGV033,654,15
SGV078,654,SGV033,654,14
SGV079,654,SGV033,654,23
SGV080,654,SGV033,654,17
SGV081,0,SGV033,654,10
SGV082,0,SGV033,654,8
SGV002,516,SGV034,654,28413
SGV003,516,SGV034,654,28410
SGV004,654,SGV034,654,103
SGV005,516,SGV034,654,28289
SGV006,516,SGV034,654,29051
SGV007,516,SGV034,654,26310
SGV008,516,SGV034,654,28407
SGV009,516,SGV034,654,28011
SGV010,516,SGV034,654,28406
SGV011,516,SGV034,654,28305
SGV012,516,SGV034,654,26394
SGV013,516,SGV034,654,28382
SGV014,516,SGV034,654,26394
SGV016,516,SGV034,654,28084
SGV017,516,SGV034,654,28456
SGV018,2227,SGV034,654,293
SGV019,516,SGV034,654,28388
SGV020,516,SGV034,654,26178
SGV021,654,SGV034,654,15
SGV022,654,SGV034,654,17
SGV023,654,SGV034,654,9
SGV025,654,SGV034,654,15
SGV026,654,SGV034,654,15
SGV027,0,SGV034,654,9
SGV028,654,SGV034,654,3
SGV029,654,SGV034,654,16
SGV030,654,SGV034,654,20
SGV031,654,SGV034,654,9
SGV032,654,SGV034,654,11
SGV033,654,SGV034,654,19
SGV034,654,SGV034,654,0
SGV035,654,SGV034,654,15
SGV036,654,SGV034,654,15
SGV037,654,SGV034,654,18
SGV038,654,SGV034,654,12
SGV039,654,SGV034,654,14
SGV040,654,SGV034,654,14
SGV041,654,SGV034,654,18
SGV042,654,SGV034,654,18
SGV043,654,SGV034,654,21
SGV044,654,SGV034,654,19
SGV045,654,SGV034,654,7
SGV046,654,SGV034,654,19
SGV047,654,SGV034,654,23
SGV048,654,SGV034,654,19
SGV049,654,SGV034,654,5
SGV050,654,SGV034,654,17
SGV051,654,SGV034,654,14
SGV052,654,SGV034,654,16
SGV053,654,SGV034,654,17
SGV054,654,SGV034,654,15
SGV055,654,SGV034,654,18
SGV056,654,SGV034,654,18
SGV057,654,SGV034,654,16
SGV058,654,SGV034,654,16
SGV059,654,SGV034,654,14
SGV060,654,SGV034,654,5
SGV061,654,SGV034,654,23
SGV062,654,SGV034,654,16
SGV063,654,SGV034,654,18
SGV064,654,SGV034,654,13
SGV065,654,SGV034,654,18
SGV066,654,SGV034,654,19
SGV067,654,SGV034,654,20
SGV068,654,SGV034,654,24
SGV069,654,SGV034,654,14
SGV070,654,SGV034,654,17
SGV071,654,SGV034,654,10
SGV072,654,SGV034,654,4
SGV073,654,SGV034,654,17
SGV075,654,SGV034,654,15
SGV077,654,SGV034,654,16
SGV078,654,SGV034,654,15
SGV079,654,SGV034,654,16
SGV080,654,SGV034,654,18
SGV081,0,SGV034,654,10
SGV082,0,SGV034,654,18
SGV002,516,SGV035,654,28410
SGV003,516,SGV035,654,28407
SGV004,654,SGV035,654,100
SGV005,516,SGV035,654,28286
SGV006,516,SGV035,654,29048
SGV007,516,SGV035,654,26307
SGV008,516,SGV035,654,28404
SGV009,516,SGV035,654,28008
SGV010,516,SGV035,654,28403
SGV011,516,SGV035,654,28302
SGV012,516,SGV035,654,26391
SGV013,516,SGV035,654,28379
SGV014,516,SGV035,654,26391
SGV016,516,SGV035,654,28080
SGV017,516,SGV035,654,28453
SGV018,2227,SGV035,654,290
SGV019,516,SGV035,654,28385
SGV020,516,SGV035,654,26174
SGV021,654,SGV035,654,2
SGV022,654,SGV035,654,12
SGV023,654,SGV035,654,12
SGV025,654,SGV035,654,2
SGV026,654,SGV035,654,2
SGV027,0,SGV035,654,12
SGV028,654,SGV035,654,12
SGV029,654,SGV035,654,3
SGV030,654,SGV035,654,7
SGV031,654,SGV035,654,12
SGV032,654,SGV035,654,14
SGV033,654,SGV035,654,6
SGV034,654,SGV035,654,15
SGV035,654,SGV035,654,0
SGV036,654,SGV035,654,2
SGV037,654,SGV035,654,3
SGV038,654,SGV035,654,15
SGV039,654,SGV035,654,1
SGV040,654,SGV035,654,15
SGV041,654,SGV035,654,5
SGV042,654,SGV035,654,13
SGV043,654,SGV035,654,8
SGV044,654,SGV035,654,6
SGV045,654,SGV035,654,16
SGV046,654,SGV035,654,14
SGV047,654,SGV035,654,8
SGV048,654,SGV035,654,13
SGV049,654,SGV035,654,14
SGV050,654,SGV035,654,12
SGV051,654,SGV035,654,17
SGV052,654,SGV035,654,11
SGV053,654,SGV035,654,12
SGV054,654,SGV035,654,2
SGV055,654,SGV035,654,12
SGV056,654,SGV035,654,13
SGV057,654,SGV035,654,11
SGV058,654,SGV035,654,11
SGV059,654,SGV035,654,9
SGV060,654,SGV035,654,20
SGV061,654,SGV035,654,18
SGV062,654,SGV035,654,9
SGV063,654,SGV035,654,5
SGV064,654,SGV035,654,16
SGV065,654,SGV035,654,13
SGV066,654,SGV035,654,6
SGV067,654,SGV035,654,15
SGV068,654,SGV035,654,9
SGV069,654,SGV035,654,17
SGV070,654,SGV035,654,12
SGV071,654,SGV035,654,5
SGV072,654,SGV035,654,13
SGV073,654,SGV035,654,12
SGV075,654,SGV035,654,10
SGV077,654,SGV035,654,11
SGV078,654,SGV035,654,10
SGV079,654,SGV035,654,19
SGV080,654,SGV035,654,13
SGV081,0,SGV035,654,6
SGV082,0,SGV035,654,6
SGV002,516,SGV036,654,28410
SGV003,516,SGV036,654,28407
SGV004,654,SGV036,654,100
SGV005,516,SGV036,654,28286
SGV006,516,SGV036,654,29048
SGV007,516,SGV036,654,26306
SGV008,516,SGV036,654,28404
SGV009,516,SGV036,654,28008
SGV010,516,SGV036,654,28403
SGV011,516,SGV036,654,28302
SGV012,516,SGV036,654,26390
SGV013,516,SGV036,654,28379
SGV014,516,SGV036,654,26390
SGV016,516,SGV036,654,28080
SGV017,516,SGV036,654,28453
SGV018,2227,SGV036,654,290
SGV019,516,SGV036,654,28385
SGV020,516,SGV036,654,26173
SGV021,654,SGV036,654,2
SGV022,654,SGV036,654,12
SGV023,654,SGV036,654,12
SGV025,654,SGV036,654,2
SGV026,654,SGV036,654,2
SGV027,0,SGV036,654,12
SGV028,654,SGV036,654,12
SGV029,654,SGV036,654,3
SGV030,654,SGV036,654,7
SGV031,654,SGV036,654,12
SGV032,654,SGV036,654,14
SGV033,654,SGV036,654,6
SGV034,654,SGV036,654,15
SGV035,654,SGV036,654,2
SGV036,654,SGV036,654,0
SGV037,654,SGV036,654,5
SGV038,654,SGV036,654,15
SGV039,654,SGV036,654,1
SGV040,654,SGV036,654,15
SGV041,654,SGV036,654,5
SGV042,654,SGV036,654,13
SGV043,654,SGV036,654,8
SGV044,654,SGV036,654,6
SGV045,654,SGV036,654,16
SGV046,654,SGV036,654,14
SGV047,654,SGV036,654,10
SGV048,654,SGV036,654,13
SGV049,654,SGV036,654,14
SGV050,654,SGV036,654,12
SGV051,654,SGV036,654,17
SGV052,654,SGV036,654,11
SGV053,654,SGV036,654,12
SGV054,654,SGV036,654,2
SGV055,654,SGV036,654,12
SGV056,654,SGV036,654,13
SGV057,654,SGV036,654,11
SGV058,654,SGV036,654,11
SGV059,654,SGV036,654,9
SGV060,654,SGV036,654,20
SGV061,654,SGV036,654,18
SGV062,654,SGV036,654,9
SGV063,654,SGV036,654,5
SGV064,654,SGV036,654,16
SGV065,654,SGV036,654,13
SGV066,654,SGV036,654,6
SGV067,654,SGV036,654,15
SGV068,654,SGV036,654,11
SGV069,654,SGV036,654,17
SGV070,654,SGV036,654,12
SGV071,654,SGV036,654,5
