snp.dists.0.8.2,ST1,variable,ST2,value
SBV104_plate02,377,SBV166_plate02,377,10
SBV105_plate02,377,SBV166_plate02,377,4
SBV106_plate02,377,SBV166_plate02,377,1
SBV107_plate02,377,SBV166_plate02,377,11
SBV108_plate02,377,SBV166_plate02,377,1
SBV109_plate02,377,SBV166_plate02,377,7
SBV110_plate02,377,SBV166_plate02,377,12
SBV111_plate02,377,SBV166_plate02,377,2
SBV112_plate02,377,SBV166_plate02,377,2
SBV113_plate02,377,SBV166_plate02,377,7
SBV114_plate02,377,SBV166_plate02,377,4
SBV115_plate02,377,SBV166_plate02,377,5
SBV116_plate02,377,SBV166_plate02,377,11
SBV117_plate02,377,SBV166_plate02,377,2
SBV118_plate02,377,SBV166_plate02,377,3
SBV119_plate02,377,SBV166_plate02,377,11
SBV120_plate02,1499,SBV166_plate02,377,1027
SBV121_plate02,377,SBV166_plate02,377,2
SBV122_plate02,377,SBV166_plate02,377,5
SBV123_plate02,377,SBV166_plate02,377,3
SBV124_plate02,377,SBV166_plate02,377,2
SBV125_plate02,377,SBV166_plate02,377,2
SBV126_plate03,377,SBV166_plate02,377,4
SBV127_plate02,377,SBV166_plate02,377,9
SBV128_plate02,377,SBV166_plate02,377,2
SBV130_plate02,377,SBV166_plate02,377,4
SBV131_plate03,377,SBV166_plate02,377,4
SBV132_plate02,377,SBV166_plate02,377,5
SBV133_plate02,377,SBV166_plate02,377,7
SBV134_plate02,377,SBV166_plate02,377,5
SBV135_plate02,377,SBV166_plate02,377,6
SBV136_plate02,377,SBV166_plate02,377,3
SBV137_plate03,377,SBV166_plate02,377,4
SBV138_plate02,377,SBV166_plate02,377,4
SBV139_plate02,377,SBV166_plate02,377,6
SBV140_plate02,377,SBV166_plate02,377,2
SBV141_plate02,377,SBV166_plate02,377,4
SBV142_plate02,377,SBV166_plate02,377,4
SBV143_plate02,377,SBV166_plate02,377,2
SBV144_plate02,377,SBV166_plate02,377,9
SBV145_plate02,377,SBV166_plate02,377,5
SBV146_plate02,377,SBV166_plate02,377,5
SBV147_plate02,377,SBV166_plate02,377,11
SBV148_plate02,377,SBV166_plate02,377,2
SBV149_plate03,377,SBV166_plate02,377,11
SBV150_plate02,377,SBV166_plate02,377,4
SBV151_plate02,377,SBV166_plate02,377,9
SBV152_plate02,377,SBV166_plate02,377,7
SBV153_plate02,377,SBV166_plate02,377,5
SBV154_plate03,377,SBV166_plate02,377,12
SBV155_plate03,377,SBV166_plate02,377,8
SBV156_plate02,377,SBV166_plate02,377,9
SBV157_plate02,377,SBV166_plate02,377,6
SBV158_plate02,377,SBV166_plate02,377,5
SBV159_plate02,377,SBV166_plate02,377,8
SBV160_plate02,377,SBV166_plate02,377,5
SBV161_plate02,377,SBV166_plate02,377,13
SBV162_plate02,377,SBV166_plate02,377,5
SBV163_plate02,377,SBV166_plate02,377,4
SBV164_plate02,377,SBV166_plate02,377,5
SBV165_plate02,377,SBV166_plate02,377,14
SBV166_plate02,377,SBV166_plate02,377,0
SBV167_plate02,377,SBV166_plate02,377,3
SBV168_plate02,377,SBV166_plate02,377,3
SBV169_plate02,377,SBV166_plate02,377,5
SBV170_plate02,377,SBV166_plate02,377,16
SBV171_plate02,377,SBV166_plate02,377,2
SBV172_plate02,377,SBV166_plate02,377,6
SBV173_plate02,377,SBV166_plate02,377,2
SBV174_plate02,377,SBV166_plate02,377,5
SBV175_plate02,377,SBV166_plate02,377,2
SBV176_plate02,377,SBV166_plate02,377,16
SBV177_plate03,377,SBV166_plate02,377,6
SBV178_plate03,377,SBV166_plate02,377,14
SBV179_plate03,377,SBV166_plate02,377,4
SBV180_plate03,377,SBV166_plate02,377,4
SBV181_plate03,377,SBV166_plate02,377,8
SBV183_plate03,377,SBV166_plate02,377,10
SBV184_plate03,377,SBV166_plate02,377,6
SBV185_plate03,377,SBV166_plate02,377,5
SBV186_plate03,377,SBV166_plate02,377,8
SBV187_plate03,377,SBV166_plate02,377,4
SBV188_plate03,377,SBV166_plate02,377,7
SBV189_plate03,377,SBV166_plate02,377,3
SBV190_plate03,377,SBV166_plate02,377,6
SBV191_plate03,377,SBV166_plate02,377,10
SBV192_plate03,377,SBV166_plate02,377,6
SBV193_plate03,377,SBV166_plate02,377,3
SBV194_plate03,377,SBV166_plate02,377,5
SBV195_plate03,377,SBV166_plate02,377,3
SBV196_plate03,377,SBV166_plate02,377,17
SBV197_plate03,377,SBV166_plate02,377,6
SBV198_plate03,377,SBV166_plate02,377,2
SBV199_plate03,377,SBV166_plate02,377,3
SBV200_plate03,377,SBV166_plate02,377,12
SBV201_plate03,377,SBV166_plate02,377,5
SBV202_plate03,377,SBV166_plate02,377,1
SBV203_plate03,377,SBV166_plate02,377,4
SBV204_plate03,377,SBV166_plate02,377,8
SBV205_plate03,377,SBV166_plate02,377,8
SBV206_plate03,377,SBV166_plate02,377,6
SBV207_plate03,377,SBV166_plate02,377,3
SBV208_plate03,377,SBV166_plate02,377,11
SBV209_plate03,377,SBV166_plate02,377,5
SBV210_plate03,377,SBV166_plate02,377,10
SBV211_plate03,377,SBV166_plate02,377,7
SBV212_plate03,377,SBV166_plate02,377,14
SBV213_plate03,377,SBV166_plate02,377,2
SBV214_plate03,377,SBV166_plate02,377,4
SBV215_plate03,1499,SBV166_plate02,377,1144
SBV216_plate03,377,SBV166_plate02,377,14
SBV217_plate03,377,SBV166_plate02,377,6
SBV218_plate05,377,SBV166_plate02,377,7
SBV219_plate03,377,SBV166_plate02,377,4
SBV220_plate03,377,SBV166_plate02,377,5
SBV221_plate03,377,SBV166_plate02,377,9
SBV222_plate03,377,SBV166_plate02,377,7
SBV223_plate03,8346,SBV166_plate02,377,158
SBV224_plate03,377,SBV166_plate02,377,8
SBV225_plate03,377,SBV166_plate02,377,4
SBV226_plate03,377,SBV166_plate02,377,5
SBV227_plate03,377,SBV166_plate02,377,9
SBV228_plate03,377,SBV166_plate02,377,12
SBV229_plate03,377,SBV166_plate02,377,2
SBV230_plate03,377,SBV166_plate02,377,8
SBV231_plate03,377,SBV166_plate02,377,7
SBV232_plate03,377,SBV166_plate02,377,3
SBV233_plate03,377,SBV166_plate02,377,8
SBV234_plate05,377,SBV166_plate02,377,13
SBV235_plate05,377,SBV166_plate02,377,7
SBV236_plate03,377,SBV166_plate02,377,7
SBV237_plate03,377,SBV166_plate02,377,7
SBV238_plate03,377,SBV166_plate02,377,5
SBV239_plate03,377,SBV166_plate02,377,3
SBV240_plate05,377,SBV166_plate02,377,7
SBV241_plate03,377,SBV166_plate02,377,10
SBV242_plate03,377,SBV166_plate02,377,9
SBV243_plate03,377,SBV166_plate02,377,5
SBV244_plate03,377,SBV166_plate02,377,11
SBV245_plate03,377,SBV166_plate02,377,12
SBV246_plate03,377,SBV166_plate02,377,7
SBV247_plate03,377,SBV166_plate02,377,13
SBV248_plate05,1058,SBV166_plate02,377,1096
SBV249_plate03,377,SBV166_plate02,377,11
SBV251_plate03,377,SBV166_plate02,377,2
SBV252_plate03,377,SBV166_plate02,377,15
SBV253_plate03,377,SBV166_plate02,377,3
SBV254_plate03,377,SBV166_plate02,377,103
SBV255_plate03,377,SBV166_plate02,377,4
SBV256_plate03,377,SBV166_plate02,377,11
SBV257_plate05,377,SBV166_plate02,377,5
SBV258_plate03,377,SBV166_plate02,377,7
SBV259_plate03,377,SBV166_plate02,377,7
SBV260_plate03,377,SBV166_plate02,377,7
SBV261_plate03,377,SBV166_plate02,377,2
SBV262_plate03,377,SBV166_plate02,377,11
SBV263_plate03,377,SBV166_plate02,377,15
SBV265_plate03,377,SBV166_plate02,377,7
SBV266_plate03,377,SBV166_plate02,377,5
SBV267_plate03,377,SBV166_plate02,377,5
SBV268_plate03,377,SBV166_plate02,377,8
SBV269_plate05,377,SBV166_plate02,377,14
SBV270_plate04,377,SBV166_plate02,377,14
SBV271_plate04,377,SBV166_plate02,377,11
SBV272_plate04,377,SBV166_plate02,377,6
SBV273_plate04,377,SBV166_plate02,377,11
SBV274_plate04,377,SBV166_plate02,377,14
SBV275_plate04,377,SBV166_plate02,377,16
SBV276_plate04,377,SBV166_plate02,377,14
SBV277_plate04,377,SBV166_plate02,377,15
SBV278_plate04,377,SBV166_plate02,377,4
SBV279_plate04,377,SBV166_plate02,377,4
SBV280_plate05,377,SBV166_plate02,377,7
SBV281_plate04,377,SBV166_plate02,377,6
SBV282_plate04,377,SBV166_plate02,377,8
SBV283_plate04,377,SBV166_plate02,377,9
SBV284_plate04,377,SBV166_plate02,377,12
SBV285_plate04,377,SBV166_plate02,377,5
SBV286_plate04,377,SBV166_plate02,377,11
SBV287_plate04,377,SBV166_plate02,377,6
SBV288_plate04,377,SBV166_plate02,377,8
SBV289_plate04,377,SBV166_plate02,377,14
SBV290_plate04,377,SBV166_plate02,377,10
SBV291_plate04,377,SBV166_plate02,377,6
SBV292_plate04,377,SBV166_plate02,377,11
SBV293_plate04,377,SBV166_plate02,377,7
SBV294_plate04,377,SBV166_plate02,377,6
SBV295_plate04,377,SBV166_plate02,377,14
SBV296_plate04,377,SBV166_plate02,377,6
SBV297_plate04,377,SBV166_plate02,377,2
SBV298_plate04,377,SBV166_plate02,377,8
SBV299_plate04,377,SBV166_plate02,377,8
SBV300_plate04,377,SBV166_plate02,377,8
SBV301_plate04,377,SBV166_plate02,377,13
SBV302_plate04,377,SBV166_plate02,377,8
SBV304_plate04,2640,SBV166_plate02,377,342
SBV305_plate04,377,SBV166_plate02,377,16
SBV306_plate04,377,SBV166_plate02,377,12
SBV307_plate04,377,SBV166_plate02,377,14
SBV308_plate04,377,SBV166_plate02,377,6
SBV310_plate04,377,SBV166_plate02,377,14
SBV311_plate04,377,SBV166_plate02,377,14
SBV312_plate04,377,SBV166_plate02,377,11
SBV313_plate04,377,SBV166_plate02,377,94
SBV314_plate04,377,SBV166_plate02,377,7
SBV315_plate04,377,SBV166_plate02,377,10
SBV316_plate04,377,SBV166_plate02,377,17
SBV317_plate04,377,SBV166_plate02,377,9
SBV318_plate04,377,SBV166_plate02,377,10
SBV319_plate04,377,SBV166_plate02,377,17
SBV320_plate04,377,SBV166_plate02,377,9
SBV321_plate04,377,SBV166_plate02,377,5
SBV322_plate04,377,SBV166_plate02,377,6
SBV323_plate04,377,SBV166_plate02,377,8
SBV324_plate04,377,SBV166_plate02,377,5
SBV325_plate04,377,SBV166_plate02,377,9
SBV326_plate04,377,SBV166_plate02,377,11
SBV327_plate04,377,SBV166_plate02,377,10
SBV328_plate04,377,SBV166_plate02,377,8
SBV329_plate04,377,SBV166_plate02,377,8
SBV330_plate04,377,SBV166_plate02,377,9
SBV331_plate04,377,SBV166_plate02,377,13
SBV332_plate04,377,SBV166_plate02,377,3
SBV333_plate04,377,SBV166_plate02,377,7
SBV334_plate04,377,SBV166_plate02,377,13
SBV335_plate04,377,SBV166_plate02,377,9
SBV336_plate04,377,SBV166_plate02,377,9
SBV337_plate04,377,SBV166_plate02,377,3
SBV338_plate04,377,SBV166_plate02,377,13
SBV339_plate04,377,SBV166_plate02,377,14
SBV340_plate04,377,SBV166_plate02,377,14
SBV341_plate04,377,SBV166_plate02,377,14
SBV342_plate04,2640,SBV166_plate02,377,342
SBV343_plate04,377,SBV166_plate02,377,16
SBV344_plate04,377,SBV166_plate02,377,7
SBV345_plate04,377,SBV166_plate02,377,5
SBV347_plate04,377,SBV166_plate02,377,6
SBV348_plate04,377,SBV166_plate02,377,7
SBV349_plate04,377,SBV166_plate02,377,8
SBV350_plate04,377,SBV166_plate02,377,13
SBV351_plate04,377,SBV166_plate02,377,13
SBV352_plate04,377,SBV166_plate02,377,16
SBV353_plate04,377,SBV166_plate02,377,12
SBV354_plate04,377,SBV166_plate02,377,12
SBV355_plate04,377,SBV166_plate02,377,4
SBV356_plate04,377,SBV166_plate02,377,5
SBV357_plate04,377,SBV166_plate02,377,9
SBV358_plate04,377,SBV166_plate02,377,9
SBV359_plate04,377,SBV166_plate02,377,9
SBV361_plate04,377,SBV166_plate02,377,3
SBV362_plate04,377,SBV166_plate02,377,13
SBV363_plate04,377,SBV166_plate02,377,15
SBV364_plate04,377,SBV166_plate02,377,15
SBV365_plate04,377,SBV166_plate02,377,9
SBV366_plate04,377,SBV166_plate02,377,10
SBV367_plate04,377,SBV166_plate02,377,12
SBV368_plate04,377,SBV166_plate02,377,14
SBV369_plate04,377,SBV166_plate02,377,12
SBV370_plate05,377,SBV166_plate02,377,13
SBV371_plate05,377,SBV166_plate02,377,11
SBV372_plate05,377,SBV166_plate02,377,9
SBV373_plate05,377,SBV166_plate02,377,10
SBV374_plate05,377,SBV166_plate02,377,18
SBV375_plate05,377,SBV166_plate02,377,4
SBV376_plate05,377,SBV166_plate02,377,14
Reference,377,SBV167_plate02,377,54
SBV001_plate05,1499,SBV167_plate02,377,1029
SBV002_plate01,1499,SBV167_plate02,377,1292
SBV003_plate01,1499,SBV167_plate02,377,1148
SBV004_plate01,1499,SBV167_plate02,377,1096
SBV005_plate01,377,SBV167_plate02,377,54
SBV006_plate01,1499,SBV167_plate02,377,1080
SBV007_plate01,377,SBV167_plate02,377,11
SBV008_plate01,1499,SBV167_plate02,377,1143
SBV009_plate01,1499,SBV167_plate02,377,1178
SBV010_plate01,377,SBV167_plate02,377,86
SBV011_plate01,377,SBV167_plate02,377,116
SBV012_plate01,1499,SBV167_plate02,377,1018
SBV013_plate01,1499,SBV167_plate02,377,1012
SBV014_plate01,1499,SBV167_plate02,377,1184
SBV015_plate01,1499,SBV167_plate02,377,1162
SBV016_plate01,8346,SBV167_plate02,377,157
SBV017_plate01,1058,SBV167_plate02,377,1107
SBV018_plate01,1499,SBV167_plate02,377,1275
SBV019_plate01,377,SBV167_plate02,377,93
SBV020_plate01,1499,SBV167_plate02,377,1027
SBV021_plate01,377,SBV167_plate02,377,98
SBV022_plate01,377,SBV167_plate02,377,25
SBV023_plate01,377,SBV167_plate02,377,4
SBV024_plate01,377,SBV167_plate02,377,93
SBV025_plate01,377,SBV167_plate02,377,9
SBV026_plate01,2640,SBV167_plate02,377,336
SBV027_plate01,377,SBV167_plate02,377,6
SBV028_plate01,1499,SBV167_plate02,377,1015
SBV029_plate01,377,SBV167_plate02,377,93
SBV030_plate01,377,SBV167_plate02,377,9
SBV031_plate01,1499,SBV167_plate02,377,1020
SBV032_plate01,377,SBV167_plate02,377,96
SBV033_plate01,377,SBV167_plate02,377,9
SBV035_plate01,377,SBV167_plate02,377,9
SBV036_plate01,377,SBV167_plate02,377,9
SBV037_plate01,377,SBV167_plate02,377,10
SBV038_plate01,377,SBV167_plate02,377,12
SBV039_plate01,377,SBV167_plate02,377,7
SBV040_plate03,377,SBV167_plate02,377,10
SBV041_plate01,377,SBV167_plate02,377,4
SBV042_plate01,377,SBV167_plate02,377,8
SBV043_plate01,377,SBV167_plate02,377,5
SBV044_plate01,377,SBV167_plate02,377,6
SBV045_plate01,377,SBV167_plate02,377,3
SBV046_plate01,377,SBV167_plate02,377,4
SBV047_plate01,377,SBV167_plate02,377,3
SBV048_plate01,377,SBV167_plate02,377,3
SBV049_plate01,377,SBV167_plate02,377,3
SBV050_plate01,377,SBV167_plate02,377,5
SBV051_plate01,377,SBV167_plate02,377,3
SBV052_plate01,377,SBV167_plate02,377,7
SBV053_plate01,377,SBV167_plate02,377,9
SBV054_plate01,377,SBV167_plate02,377,10
SBV055_plate01,377,SBV167_plate02,377,6
SBV056_plate01,-,SBV167_plate02,377,9
SBV057_plate01,377,SBV167_plate02,377,5
SBV058_plate01,377,SBV167_plate02,377,10
SBV059_plate01,377,SBV167_plate02,377,4
SBV060_plate01,377,SBV167_plate02,377,15
SBV061_plate01,377,SBV167_plate02,377,9
SBV062_plate01,377,SBV167_plate02,377,11
SBV063_plate01,377,SBV167_plate02,377,5
SBV064_plate01,377,SBV167_plate02,377,9
SBV065_plate03,377,SBV167_plate02,377,11
SBV067_plate01,377,SBV167_plate02,377,5
SBV068_plate01,377,SBV167_plate02,377,11
SBV069_plate01,377,SBV167_plate02,377,2
SBV070_plate01,377,SBV167_plate02,377,10
SBV071_plate01,377,SBV167_plate02,377,5
SBV072_plate02,377,SBV167_plate02,377,17
SBV073_plate03,377,SBV167_plate02,377,12
SBV074_plate03,377,SBV167_plate02,377,9
SBV075_plate02,377,SBV167_plate02,377,5
SBV076_plate02,377,SBV167_plate02,377,5
SBV077_plate02,377,SBV167_plate02,377,4
SBV078_plate02,377,SBV167_plate02,377,12
SBV079_plate02,377,SBV167_plate02,377,3
SBV080_plate02,377,SBV167_plate02,377,10
SBV081_plate02,377,SBV167_plate02,377,4
SBV082_plate02,377,SBV167_plate02,377,2
SBV083_plate02,377,SBV167_plate02,377,4
SBV084_plate02,377,SBV167_plate02,377,3
SBV085_plate03,377,SBV167_plate02,377,4
SBV086_plate02,8346,SBV167_plate02,377,155
SBV087_plate02,377,SBV167_plate02,377,4
SBV088_plate02,377,SBV167_plate02,377,13
SBV089_plate02,377,SBV167_plate02,377,5
SBV090_plate02,377,SBV167_plate02,377,8
SBV091_plate02,377,SBV167_plate02,377,11
SBV092_plate02,377,SBV167_plate02,377,8
SBV093_plate02,377,SBV167_plate02,377,10
SBV094_plate02,377,SBV167_plate02,377,5
SBV095_plate02,377,SBV167_plate02,377,6
SBV096_plate02,377,SBV167_plate02,377,3
SBV097_plate02,377,SBV167_plate02,377,3
SBV098_plate02,377,SBV167_plate02,377,3
SBV099_plate02,377,SBV167_plate02,377,8
SBV100_plate02,377,SBV167_plate02,377,5
SBV101_plate02,377,SBV167_plate02,377,2
SBV102_plate02,377,SBV167_plate02,377,15
SBV103_plate02,377,SBV167_plate02,377,11
SBV104_plate02,377,SBV167_plate02,377,9
SBV105_plate02,377,SBV167_plate02,377,5
SBV106_plate02,377,SBV167_plate02,377,2
SBV107_plate02,377,SBV167_plate02,377,12
SBV108_plate02,377,SBV167_plate02,377,2
SBV109_plate02,377,SBV167_plate02,377,6
SBV110_plate02,377,SBV167_plate02,377,13
SBV111_plate02,377,SBV167_plate02,377,3
SBV112_plate02,377,SBV167_plate02,377,3
SBV113_plate02,377,SBV167_plate02,377,8
SBV114_plate02,377,SBV167_plate02,377,5
SBV115_plate02,377,SBV167_plate02,377,6
SBV116_plate02,377,SBV167_plate02,377,12
SBV117_plate02,377,SBV167_plate02,377,1
SBV118_plate02,377,SBV167_plate02,377,4
SBV119_plate02,377,SBV167_plate02,377,10
SBV120_plate02,1499,SBV167_plate02,377,1028
SBV121_plate02,377,SBV167_plate02,377,1
SBV122_plate02,377,SBV167_plate02,377,2
SBV123_plate02,377,SBV167_plate02,377,4
SBV124_plate02,377,SBV167_plate02,377,1
SBV125_plate02,377,SBV167_plate02,377,3
SBV126_plate03,377,SBV167_plate02,377,5
SBV127_plate02,377,SBV167_plate02,377,10
SBV128_plate02,377,SBV167_plate02,377,3
SBV130_plate02,377,SBV167_plate02,377,3
SBV131_plate03,377,SBV167_plate02,377,5
SBV132_plate02,377,SBV167_plate02,377,6
SBV133_plate02,377,SBV167_plate02,377,4
SBV134_plate02,377,SBV167_plate02,377,6
SBV135_plate02,377,SBV167_plate02,377,7
SBV136_plate02,377,SBV167_plate02,377,4
SBV137_plate03,377,SBV167_plate02,377,5
SBV138_plate02,377,SBV167_plate02,377,5
SBV139_plate02,377,SBV167_plate02,377,7
SBV140_plate02,377,SBV167_plate02,377,3
SBV141_plate02,377,SBV167_plate02,377,5
SBV142_plate02,377,SBV167_plate02,377,5
SBV143_plate02,377,SBV167_plate02,377,3
SBV144_plate02,377,SBV167_plate02,377,10
SBV145_plate02,377,SBV167_plate02,377,6
SBV146_plate02,377,SBV167_plate02,377,6
SBV147_plate02,377,SBV167_plate02,377,12
SBV148_plate02,377,SBV167_plate02,377,1
SBV149_plate03,377,SBV167_plate02,377,12
SBV150_plate02,377,SBV167_plate02,377,3
SBV151_plate02,377,SBV167_plate02,377,10
SBV152_plate02,377,SBV167_plate02,377,8
SBV153_plate02,377,SBV167_plate02,377,4
SBV154_plate03,377,SBV167_plate02,377,11
SBV155_plate03,377,SBV167_plate02,377,7
SBV156_plate02,377,SBV167_plate02,377,10
SBV157_plate02,377,SBV167_plate02,377,7
SBV158_plate02,377,SBV167_plate02,377,6
SBV159_plate02,377,SBV167_plate02,377,7
SBV160_plate02,377,SBV167_plate02,377,6
SBV161_plate02,377,SBV167_plate02,377,14
SBV162_plate02,377,SBV167_plate02,377,6
SBV163_plate02,377,SBV167_plate02,377,5
SBV164_plate02,377,SBV167_plate02,377,6
SBV165_plate02,377,SBV167_plate02,377,13
SBV166_plate02,377,SBV167_plate02,377,3
SBV167_plate02,377,SBV167_plate02,377,0
SBV168_plate02,377,SBV167_plate02,377,2
SBV169_plate02,377,SBV167_plate02,377,6
SBV170_plate02,377,SBV167_plate02,377,17
SBV171_plate02,377,SBV167_plate02,377,3
SBV172_plate02,377,SBV167_plate02,377,5
SBV173_plate02,377,SBV167_plate02,377,3
SBV174_plate02,377,SBV167_plate02,377,4
SBV175_plate02,377,SBV167_plate02,377,3
SBV176_plate02,377,SBV167_plate02,377,15
SBV177_plate03,377,SBV167_plate02,377,7
SBV178_plate03,377,SBV167_plate02,377,15
SBV179_plate03,377,SBV167_plate02,377,3
SBV180_plate03,377,SBV167_plate02,377,5
SBV181_plate03,377,SBV167_plate02,377,7
SBV183_plate03,377,SBV167_plate02,377,11
SBV184_plate03,377,SBV167_plate02,377,7
SBV185_plate03,377,SBV167_plate02,377,6
SBV186_plate03,377,SBV167_plate02,377,9
SBV187_plate03,377,SBV167_plate02,377,3
SBV188_plate03,377,SBV167_plate02,377,6
SBV189_plate03,377,SBV167_plate02,377,4
SBV190_plate03,377,SBV167_plate02,377,7
SBV191_plate03,377,SBV167_plate02,377,11
SBV192_plate03,377,SBV167_plate02,377,7
SBV193_plate03,377,SBV167_plate02,377,2
SBV194_plate03,377,SBV167_plate02,377,6
SBV195_plate03,377,SBV167_plate02,377,4
SBV196_plate03,377,SBV167_plate02,377,18
SBV197_plate03,377,SBV167_plate02,377,3
SBV198_plate03,377,SBV167_plate02,377,3
SBV199_plate03,377,SBV167_plate02,377,2
SBV200_plate03,377,SBV167_plate02,377,13
SBV201_plate03,377,SBV167_plate02,377,4
SBV202_plate03,377,SBV167_plate02,377,2
SBV203_plate03,377,SBV167_plate02,377,5
SBV204_plate03,377,SBV167_plate02,377,9
SBV205_plate03,377,SBV167_plate02,377,9
SBV206_plate03,377,SBV167_plate02,377,5
SBV207_plate03,377,SBV167_plate02,377,4
SBV208_plate03,377,SBV167_plate02,377,10
SBV209_plate03,377,SBV167_plate02,377,6
SBV210_plate03,377,SBV167_plate02,377,11
SBV211_plate03,377,SBV167_plate02,377,6
SBV212_plate03,377,SBV167_plate02,377,15
SBV213_plate03,377,SBV167_plate02,377,3
SBV214_plate03,377,SBV167_plate02,377,3
SBV215_plate03,1499,SBV167_plate02,377,1145
SBV216_plate03,377,SBV167_plate02,377,15
SBV217_plate03,377,SBV167_plate02,377,5
SBV218_plate05,377,SBV167_plate02,377,8
SBV219_plate03,377,SBV167_plate02,377,5
SBV220_plate03,377,SBV167_plate02,377,4
SBV221_plate03,377,SBV167_plate02,377,10
SBV222_plate03,377,SBV167_plate02,377,8
SBV223_plate03,8346,SBV167_plate02,377,159
SBV224_plate03,377,SBV167_plate02,377,9
SBV225_plate03,377,SBV167_plate02,377,5
SBV226_plate03,377,SBV167_plate02,377,6
SBV227_plate03,377,SBV167_plate02,377,10
SBV228_plate03,377,SBV167_plate02,377,12
SBV229_plate03,377,SBV167_plate02,377,3
SBV230_plate03,377,SBV167_plate02,377,9
SBV231_plate03,377,SBV167_plate02,377,8
SBV232_plate03,377,SBV167_plate02,377,4
SBV233_plate03,377,SBV167_plate02,377,9
SBV234_plate05,377,SBV167_plate02,377,12
SBV235_plate05,377,SBV167_plate02,377,8
SBV236_plate03,377,SBV167_plate02,377,6
SBV237_plate03,377,SBV167_plate02,377,8
SBV238_plate03,377,SBV167_plate02,377,6
SBV239_plate03,377,SBV167_plate02,377,4
SBV240_plate05,377,SBV167_plate02,377,8
SBV241_plate03,377,SBV167_plate02,377,11
SBV242_plate03,377,SBV167_plate02,377,10
SBV243_plate03,377,SBV167_plate02,377,6
SBV244_plate03,377,SBV167_plate02,377,12
SBV245_plate03,377,SBV167_plate02,377,13
SBV246_plate03,377,SBV167_plate02,377,8
SBV247_plate03,377,SBV167_plate02,377,14
SBV248_plate05,1058,SBV167_plate02,377,1097
SBV249_plate03,377,SBV167_plate02,377,12
SBV251_plate03,377,SBV167_plate02,377,1
SBV252_plate03,377,SBV167_plate02,377,16
SBV253_plate03,377,SBV167_plate02,377,2
SBV254_plate03,377,SBV167_plate02,377,102
SBV255_plate03,377,SBV167_plate02,377,5
SBV256_plate03,377,SBV167_plate02,377,12
SBV257_plate05,377,SBV167_plate02,377,4
SBV258_plate03,377,SBV167_plate02,377,8
SBV259_plate03,377,SBV167_plate02,377,8
SBV260_plate03,377,SBV167_plate02,377,8
SBV261_plate03,377,SBV167_plate02,377,1
SBV262_plate03,377,SBV167_plate02,377,12
SBV263_plate03,377,SBV167_plate02,377,16
SBV265_plate03,377,SBV167_plate02,377,6
SBV266_plate03,377,SBV167_plate02,377,6
SBV267_plate03,377,SBV167_plate02,377,4
SBV268_plate03,377,SBV167_plate02,377,5
SBV269_plate05,377,SBV167_plate02,377,15
SBV270_plate04,377,SBV167_plate02,377,15
SBV271_plate04,377,SBV167_plate02,377,12
SBV272_plate04,377,SBV167_plate02,377,7
SBV273_plate04,377,SBV167_plate02,377,12
SBV274_plate04,377,SBV167_plate02,377,15
SBV275_plate04,377,SBV167_plate02,377,17
SBV276_plate04,377,SBV167_plate02,377,15
SBV277_plate04,377,SBV167_plate02,377,16
SBV278_plate04,377,SBV167_plate02,377,5
SBV279_plate04,377,SBV167_plate02,377,5
SBV280_plate05,377,SBV167_plate02,377,4
SBV281_plate04,377,SBV167_plate02,377,7
SBV282_plate04,377,SBV167_plate02,377,9
SBV283_plate04,377,SBV167_plate02,377,10
SBV284_plate04,377,SBV167_plate02,377,13
SBV285_plate04,377,SBV167_plate02,377,4
SBV286_plate04,377,SBV167_plate02,377,12
SBV287_plate04,377,SBV167_plate02,377,5
SBV288_plate04,377,SBV167_plate02,377,9
SBV289_plate04,377,SBV167_plate02,377,13
SBV290_plate04,377,SBV167_plate02,377,11
SBV291_plate04,377,SBV167_plate02,377,7
SBV292_plate04,377,SBV167_plate02,377,12
SBV293_plate04,377,SBV167_plate02,377,6
SBV294_plate04,377,SBV167_plate02,377,5
SBV295_plate04,377,SBV167_plate02,377,15
SBV296_plate04,377,SBV167_plate02,377,5
SBV297_plate04,377,SBV167_plate02,377,3
SBV298_plate04,377,SBV167_plate02,377,9
SBV299_plate04,377,SBV167_plate02,377,5
SBV300_plate04,377,SBV167_plate02,377,7
SBV301_plate04,377,SBV167_plate02,377,12
SBV302_plate04,377,SBV167_plate02,377,9
SBV304_plate04,2640,SBV167_plate02,377,343
SBV305_plate04,377,SBV167_plate02,377,17
SBV306_plate04,377,SBV167_plate02,377,13
SBV307_plate04,377,SBV167_plate02,377,15
SBV308_plate04,377,SBV167_plate02,377,5
SBV310_plate04,377,SBV167_plate02,377,15
SBV311_plate04,377,SBV167_plate02,377,15
SBV312_plate04,377,SBV167_plate02,377,12
SBV313_plate04,377,SBV167_plate02,377,95
SBV314_plate04,377,SBV167_plate02,377,8
SBV315_plate04,377,SBV167_plate02,377,9
SBV316_plate04,377,SBV167_plate02,377,16
SBV317_plate04,377,SBV167_plate02,377,10
SBV318_plate04,377,SBV167_plate02,377,11
SBV319_plate04,377,SBV167_plate02,377,18
SBV320_plate04,377,SBV167_plate02,377,10
SBV321_plate04,377,SBV167_plate02,377,6
SBV322_plate04,377,SBV167_plate02,377,7
